===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               65536
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               32768
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	10015 D	  1000c D	  10011 D	  1000d D	  
Set	453:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	454:	1000d D	  10014 D	  1000b D	  10010 D	  
Set	455:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	456:	1ec0c D	  1000f D	  10014 D	  1000b D	  
Set	457:	1ec0c D	  10014 D	  1000b D	  10010 D	  
Set	458:	1000f D	  1000b D	  10014 D	  10010 D	  
Set	459:	1ec0c D	  10014 D	  1000b D	  10010 D	  
Set	460:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	461:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	462:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	463:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	464:	1ec0c D	  1000f D	  10014 D	  1000b D	  
Set	465:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	466:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	467:	1000d D	  1000f D	  10014 D	  1000b D	  
Set	468:	10014 D	  1000f D	  1000b D	  10010 D	  
Set	469:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	470:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	471:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	472:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	473:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	474:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	475:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	476:	1000d D	  10014 D	  1000f D	  1000b D	  
Set	477:	1000d D	  10014 D	  1000b D	  10010 D	  
Set	478:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	479:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	480:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	481:	10014 D	  1000c D	  1000b D	  10010 D	  
Set	482:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	483:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	484:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	485:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	486:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	487:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	488:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	489:	10014 D	  1000c D	  1000f D	  1000b D	  
Set	490:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	491:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	492:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	493:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	494:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	495:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	496:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	497:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	498:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	499:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	500:	10011  	  10014 D	  1000b D	  10010 D	  
Set	501:	10011  	  10014 D	  1000b D	  10010 D	  
Set	502:	10011  	  1000f D	  10014 D	  1000b D	  
Set	503:	10011  	  10014 D	  1000b D	  10010 D	  
Set	504:	10011  	  1000c D	  10014 D	  1000b D	  
Set	505:	10011  	  10014 D	  1000b D	  10010 D	  
Set	506:	10011  	  10014 D	  1000b D	  10010 D	  
Set	507:	10011  	  10014 D	  1000b D	  10010 D	  
Set	508:	10011  	  10014 D	  1000b D	  10010 D	  
Set	509:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	510:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	511:	10014 D	  1000b D	  10010 D	  1000c D	  
===== L2 contents =====
Set	0:	40033  	  40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  7b035 D	  
Set	1:	40033  	  4004f D	  4003f  	  40056  	  40055  	  40054  	  40050 D	  40053  	  
Set	2:	40033  	  40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  7b035 D	  
Set	3:	40036  	  40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  7b035 D	  
Set	4:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  7b035 D	  40030  	  
Set	5:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  7b035 D	  40030  	  
Set	6:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  40030  	  40044  	  
Set	7:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  40030  	  40044  	  
Set	8:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  40030  	  40044  	  
Set	9:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  40030  	  40044  	  
Set	10:	40056  	  40055  	  7b035 D	  40054  	  40050 D	  40053  	  40031  	  40030  	  
Set	11:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  7b035 D	  40030  	  
Set	12:	40056  	  40055  	  7b035 D	  40054  	  40050 D	  40053  	  40033 D	  40031  	  
Set	13:	40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  40030  	  40044  	  
Set	14:	40056  	  40055  	  40051 D	  4003a  	  40054  	  40050 D	  40035  	  40053  	  
Set	15:	4003f  	  4004f D	  40056  	  40055  	  40054  	  40050 D	  40053  	  40031  	  
Set	16:	4003a  	  40056  	  40055  	  7b035 D	  40054  	  40050 D	  40053  	  40031  	  
Set	17:	40038  	  40034 D	  4003a  	  40056  	  40055  	  40054  	  40050 D	  40053  	  
Set	18:	40048  	  40044 D	  40029  	  40051 D	  40056  	  40038 D	  40034 D	  40055  	  
Set	19:	40038  	  40034 D	  40056  	  4004e D	  40055  	  40054  	  40050 D	  40053  	  
Set	20:	40029  	  4003d D	  4001f  	  4004f D	  4002d  	  40051 D	  40056  	  40055  	  
Set	21:	40001  	  40051 D	  40055  	  4002d D	  40054  	  40034 D	  40038  	  40050 D	  
Set	22:	40001  	  4003d D	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40031  	  
Set	23:	40001  	  40031 D	  40029  	  4003d D	  40051  	  40055  	  4002d D	  40054  	  
Set	24:	40001  	  40031 D	  40029  	  4003d D	  4001f  	  40033 D	  40051  	  40055  	  
Set	25:	40001  	  4003d D	  4001f  	  4004f D	  40051  	  40055  	  40054  	  40050 D	  
Set	26:	40001  	  4003d D	  40051  	  40055  	  40054  	  40050 D	  40053  	  40031  	  
Set	27:	40001  	  4003d D	  40051  	  40055  	  40054  	  40050 D	  40053  	  40031  	  
Set	28:	40051  	  42355 D	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40031  	  
Set	29:	40051  	  40055  	  40054  	  40050 D	  40053  	  40030  	  40044  	  40043  	  
Set	30:	40038  	  40034 D	  40051  	  40055  	  40054  	  40050 D	  40053  	  40030  	  
Set	31:	40035  	  40051  	  40055  	  40054  	  40048 D	  40053  	  4004f D	  40030  	  
Set	32:	40031  	  4002f  	  40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  
Set	33:	40051  	  40055  	  40054  	  40053  	  40030  	  40050 D	  40044  	  40043  	  
Set	34:	40031  	  40051  	  40055  	  40054  	  40050 D	  40053  	  40030  	  40044  	  
Set	35:	40031  	  42355 D	  4002f  	  4004f D	  40051  	  40055  	  40054  	  40050 D	  
Set	36:	40051  	  4003d D	  40055  	  40039  	  40054  	  40050 D	  40053  	  4004f D	  
Set	37:	4002f  	  40033 D	  40036  	  4001f  	  4004f D	  40031  	  42355 D	  40051  	  
Set	38:	40036  	  40031  	  42355 D	  40051  	  40055  	  40054  	  40050 D	  40053  	  
Set	39:	40036  	  40051  	  4001f  	  40033 D	  40055  	  40054  	  40050 D	  4002f  	  
Set	40:	40036  	  40136 D	  40035  	  4001f  	  4004f D	  40051  	  40055  	  40054  	  
Set	41:	4001f  	  4004f D	  40036  	  40035  	  40051  	  40055  	  40054  	  40050 D	  
Set	42:	40035  	  40139 D	  4001f  	  4004f D	  40036  	  40051  	  40055  	  40054  	  
Set	43:	40035  	  40027  	  4004f D	  40051  	  40055  	  40054  	  40050 D	  40053  	  
Set	44:	40031  	  4003d D	  40035  	  40027  	  4004f D	  40051  	  40055  	  40054  	  
Set	45:	40027  	  4004f D	  40044 D	  40050 D	  40051  	  40055  	  40054  	  40053  	  
Set	46:	40027  	  4004f D	  40036  	  40051  	  40055  	  40054  	  40053  	  40030  	  
Set	47:	40027  	  40044  	  40050 D	  40051  	  40055  	  40054  	  40053  	  4004f D	  
Set	48:	40035  	  40044  	  40050 D	  40051  	  40055  	  4003e  	  40054  	  40053  	  
Set	49:	4001f  	  40033 D	  40027  	  4004f D	  4002a  	  40051  	  40055  	  4003e  	  
Set	50:	40044  	  40050 D	  40027  	  4004f D	  40051  	  40055  	  4003e  	  40054  	  
Set	51:	40051  	  40055  	  4003e  	  40054  	  40053  	  40030  	  40043  	  40034  	  
Set	52:	4003e  	  40051  	  40055  	  40054  	  40050 D	  40053  	  40031  	  40030  	  
Set	53:	40051  	  42355 D	  40055  	  40054  	  40053  	  40031  	  40030  	  40043  	  
Set	54:	40044  	  40050 D	  40051  	  42355 D	  40055  	  40054  	  40053  	  40031  	  
Set	55:	40037  	  40033 D	  4002f D	  4004f D	  40051  	  40055  	  40054  	  40050 D	  
Set	56:	4002f  	  40033 D	  40051  	  42355 D	  40055  	  40054  	  40050 D	  40053  	  
Set	57:	4002f  	  40051  	  40055  	  40054  	  40053  	  4004f D	  40031  	  40030  	  
Set	58:	40035  	  4003d D	  40051  	  40055  	  40054  	  40053  	  4004f D	  40031  	  
Set	59:	40051  	  4003d D	  40055  	  40054  	  40053  	  4004f D	  40031  	  40030  	  
Set	60:	40051  	  4003d D	  40055  	  40054  	  4214c D	  40053  	  4004f D	  40031  	  
Set	61:	40035 D	  4003d D	  40036  	  40051  	  40055  	  40054  	  40053  	  4004f D	  
Set	62:	40051  	  40055  	  40036  	  40054  	  40053  	  4004f D	  40031  	  40030  	  
Set	63:	40051  	  40055  	  40054  	  40053  	  4004f D	  40031  	  40030  	  4002f  	  
Set	64:	4003e  	  40051  	  40055  	  40054  	  40053  	  4004f D	  40031  	  40030  	  
Set	65:	40051  	  40055  	  40054  	  40053  	  4004f D	  40036  	  4003e  	  40031  	  
Set	66:	40051  	  40055  	  40054  	  40053  	  4004f D	  40030  	  4214c D	  4002f  	  
Set	67:	40035  	  40051  	  40055  	  40037  	  40033 D	  40054  	  423b0 D	  40053  	  
Set	68:	40051  	  42355 D	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  
Set	69:	40051  	  40055  	  40054  	  4214c D	  40053  	  4004f D	  40030  	  4002f  	  
Set	70:	40051  	  40055  	  40037 D	  40033 D	  40054  	  40050 D	  40053  	  40030  	  
Set	71:	40035  	  40051  	  40055  	  40054  	  40053  	  40030  	  40050 D	  4002f  	  
Set	72:	40051  	  4003f  	  40043 D	  7b033  	  40033 D	  40055  	  40054  	  40053  	  
Set	73:	7b033  	  40033 D	  40051  	  40055  	  40054  	  40138 D	  40053  	  40030  	  
Set	74:	4003f  	  40033 D	  40042  	  40051  	  40055  	  40054  	  40050 D	  40053  	  
Set	75:	40042  	  40051  	  40055  	  7b033 D	  40033 D	  40054  	  40050 D	  40053  	  
Set	76:	40051  	  40055  	  40054  	  40050 D	  40053  	  4003e  	  40030  	  4002f  	  
Set	77:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	78:	40051  	  40055  	  40054  	  40050 D	  4003f  	  40033 D	  40053  	  4004f D	  
Set	79:	40051  	  40055  	  4003f  	  40033 D	  40054  	  40050 D	  40053  	  7b033 D	  
Set	80:	40051  	  40055  	  7b033 D	  40043 D	  4003f  	  40033 D	  40054  	  40050 D	  
Set	81:	40051  	  40055  	  4003f  	  40033 D	  40054  	  40050 D	  40053  	  4004f D	  
Set	82:	40051  	  40055  	  40054  	  40050 D	  4003f  	  40033 D	  40053  	  4004f D	  
Set	83:	40051  	  40037  	  40043 D	  4003f  	  40033 D	  40055  	  40054  	  40050 D	  
Set	84:	40051  	  40055  	  4003f  	  40033 D	  40054  	  40050 D	  40035  	  40053  	  
Set	85:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	86:	40051  	  40055  	  40054  	  40050 D	  40053  	  40030  	  4002f  	  4004f D	  
Set	87:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	88:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	89:	40051  	  4003f  	  40033 D	  40055  	  40054  	  40050 D	  40053  	  4004f D	  
Set	90:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40036  	  40030  	  
Set	91:	40051  	  40031  	  40055  	  40036  	  40054  	  40050 D	  40053  	  4004f D	  
Set	92:	40051  	  4003d D	  40031  	  40055  	  40036  	  423ae D	  40054  	  40050 D	  
Set	93:	40051  	  40031  	  40037  	  40033 D	  40055  	  40036  	  423ae D	  40054  	  
Set	94:	40051  	  4003d D	  40031  	  4003f  	  40033 D	  40055  	  40054  	  40050 D	  
Set	95:	40031  	  4003d D	  40051  	  40035  	  40055  	  40054  	  40050 D	  40053  	  
Set	96:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  7b034 D	  
Set	97:	40051  	  40055  	  40035  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  
Set	98:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	99:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	100:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	101:	40051  	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  7b034 D	  
Set	102:	40055  	  40054  	  40050 D	  40053  	  40033 D	  4003f  	  4004f D	  40030  	  
Set	103:	4003e  	  40055  	  40054  	  40053  	  40033 D	  4003f  	  4004f D	  40030  	  
Set	104:	40055  	  40054  	  40050 D	  4003f  	  40033 D	  40053  	  40030  	  4002f  	  
Set	105:	40055  	  40033 D	  40043 D	  40054  	  4004c D	  4003f  	  40053  	  4004f D	  
Set	106:	40055  	  40035  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4004c D	  
Set	107:	40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  423af D	  
Set	108:	40055  	  4003f  	  40033 D	  40054  	  40050 D	  40053  	  4004f D	  40030  	  
Set	109:	4003f  	  40033 D	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  
Set	110:	40055  	  40036  	  40054  	  40050 D	  40053  	  4004f D	  40030  	  4002f  	  
Set	111:	40055  	  40036  	  40054  	  40053  	  4004f D	  40030  	  423ac D	  4002f  	  
Set	112:	40039  	  40055  	  40054  	  40053  	  4004f D	  40052  	  40030  	  4002f  	  
Set	113:	40055  	  40054  	  40050 D	  40036  	  40032 D	  40053  	  4004f D	  40052  	  
Set	114:	4003e  	  4004e D	  40055  	  40054  	  40050 D	  40053  	  4004f D	  40052  	  
Set	115:	40055  	  40054  	  40053  	  4004f D	  40052  	  40030  	  4002f  	  40043  	  
Set	116:	40047  	  40033 D	  40055  	  40054  	  40053  	  4004f D	  40052  	  40022 D	  
Set	117:	40047  	  40033 D	  40055  	  40054  	  40053  	  4004f D	  40052  	  40030  	  
Set	118:	40047  	  40043 D	  40055  	  4003f  	  40033 D	  40054  	  40039  	  40053  	  
Set	119:	40047  	  40033 D	  40035  	  40055  	  40054  	  40053  	  4004f D	  40052  	  
Set	120:	40047  	  40043 D	  4003e  	  4004e D	  40055  	  40054  	  40053  	  4004f D	  
Set	121:	40047  	  40033 D	  40055  	  4001c  	  40050 D	  4001e  	  4004e D	  40054  	  
Set	122:	40047  	  40033 D	  40055  	  4001c  	  40050 D	  4001e  	  40054  	  40053  	  
Set	123:	40047  	  40033 D	  40055  	  4001c  	  40050 D	  40054  	  40053  	  4004f D	  
Set	124:	40047  	  40033 D	  40031  	  4004d D	  40055  	  4001c  	  40034 D	  40054  	  
Set	125:	40055  	  4004d D	  4001c  	  40034 D	  4001e  	  40054  	  40050 D	  40053  	  
Set	126:	40034  	  4003c D	  40055  	  4001c  	  40050 D	  4001e  	  40054  	  40053  	  
Set	127:	40032  	  40034  	  4003c D	  4001c  	  40050 D	  40055  	  40054  	  40053  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           547
c. number of L1 writes:                36360
d. number of L1 write misses:          2048
e. L1 miss rate:                       0.025950
f. number of L1 writebacks:            411
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2595
i. number of L2 read misses that did not originate from L1 prefetches:	2587
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            411
m. number of L2 write misses:          385
n. L2 miss rate:                      0.996917
o. number of L2 writebacks:            127
p. number of L2 prefetches:	          0
q. total memory traffic:             3099
