===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               32768
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               131072
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	2002b D	  2002a D	  20018 D	  20022 D	  
Set	115:	10015  	  1000f D	  10014 D	  1000c  	  10001  	  108eb  	  0  	  0  	  
Set	116:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  0  	  0  	  
Set	117:	10015  	  1000f D	  10014 D	  1000c  	  1004e D	  10001  	  108eb  	  108d5  	  
Set	118:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  108eb  	  0  	  
Set	119:	10015  	  1000f D	  10014 D	  1000c  	  108eb D	  10001  	  108d5  	  0  	  
Set	120:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  108eb  	  108d5  	  
Set	121:	10007  	  1000c D	  10015  	  1000f D	  10014 D	  1ec0d D	  10001  	  108d5  	  
Set	122:	10007  	  1000c D	  10015  	  1000f D	  10014 D	  1ec0d D	  1004e D	  10001  	  
Set	123:	10007  	  10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  10013  	  
Set	124:	10007  	  10015  	  1000f D	  1000d D	  1000c  	  10014 D	  1ec0d D	  10001  	  
Set	125:	10007  	  1000c D	  10015  	  1000f D	  1000d D	  10014 D	  1ec0d D	  10001  	  
Set	126:	1000d  	  10007  	  1000c D	  10015  	  1000f D	  10014 D	  1ec0d D	  10001  	  
Set	127:	1000d  	  1000c D	  10007  	  10015  	  1000f D	  10014 D	  1ec0d D	  10001  	  
Set	128:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  108d5  	  0  	  
Set	129:	1000c D	  10015  	  1000f D	  10014 D	  1ec0d D	  10001  	  108d5  	  1004e  	  
Set	130:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  108d5  	  0  	  
Set	131:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  108d5  	  1004e  	  
Set	132:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  0  	  0  	  
Set	133:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  10001  	  108d5  	  0  	  
Set	134:	10015  	  1000f D	  10014 D	  1000c  	  10001  	  108d5  	  0  	  0  	  
Set	135:	10015  	  1000f D	  10014 D	  1000c  	  108d5  	  0  	  0  	  0  	  
Set	136:	10015  	  1000f D	  10014 D	  1000c  	  108d5  	  0  	  0  	  0  	  
Set	137:	10015  	  1000f D	  10014 D	  1000c  	  37f  	  108d5  	  0  	  0  	  
Set	138:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  108d5 D	  108d6  	  0  	  
Set	139:	10015  	  1000f D	  1000c  	  10014 D	  1ec0d D	  108d5  	  0  	  0  	  
Set	140:	10015  	  1000f D	  10014 D	  1000c  	  1ec0d D	  108d5  	  0  	  0  	  
Set	141:	10015  	  1000f D	  1000c  	  10014 D	  108d5  	  0  	  0  	  0  	  
Set	142:	10015  	  1000d  	  1000f D	  1000c  	  10014 D	  108d5 D	  10013  	  37f  	  
Set	143:	10015  	  1000f D	  1000c  	  10014 D	  108d5 D	  10013  	  0  	  0  	  
Set	144:	10015  	  1000f D	  1000c  	  10014 D	  1ec0d D	  0  	  0  	  0  	  
Set	145:	10015  	  1000f D	  1000c  	  10014 D	  0  	  0  	  0  	  0  	  
Set	146:	1000a  	  10015  	  1000f D	  1000c  	  10014 D	  1000d D	  1ec0d D	  37e  	  
Set	147:	10015  	  1000f D	  1000c  	  10014 D	  1ec0d D	  1000d  	  108d5  	  0  	  
Set	148:	1000a  	  1000c D	  1000b  	  10015  	  1000f D	  10014 D	  10013  	  108d5  	  
Set	149:	10000  	  10015  	  1000f D	  1000c  	  10014 D	  1000b D	  10013 D	  108d5  	  
Set	150:	10000  	  1000c D	  10014 D	  10015  	  1000f D	  10013  	  108d5  	  108eb  	  
Set	151:	10000  	  10015 D	  1000a  	  10014  	  1000c D	  1000f D	  1000b D	  1000d  	  
Set	152:	10000  	  10014 D	  1000a  	  10015 D	  1000c D	  1000f D	  10013  	  108d5  	  
Set	153:	10000  	  10015 D	  1000c D	  10014  	  1000f D	  10013  	  108d5  	  0  	  
Set	154:	10000  	  1000c D	  10014  	  10015  	  1000f D	  10013  	  108d5  	  0  	  
Set	155:	10000  	  1000c D	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  
Set	156:	10014  	  10015  	  1000f D	  1000c  	  108d5 D	  0  	  0  	  0  	  
Set	157:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	158:	10014  	  10015  	  1000f D	  1000e D	  108d5  	  0  	  0  	  0  	  
Set	159:	1000d  	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	160:	1000c  	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	161:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	162:	1000c  	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	163:	1000c  	  10014  	  10015  	  1000f D	  108d5 D	  0  	  0  	  0  	  
Set	164:	10014  	  1000e D	  1000c  	  10015  	  1000f D	  108d5  	  0  	  0  	  
Set	165:	10015 D	  1000c  	  10014  	  1000f D	  108d5 D	  0  	  0  	  0  	  
Set	166:	1000c  	  10014  	  10015  	  1000f D	  108d5 D	  0  	  0  	  0  	  
Set	167:	10014  	  10015 D	  1000f D	  108d5 D	  0  	  0  	  0  	  0  	  
Set	168:	1000d  	  10014  	  10015  	  1000f D	  37e  	  0  	  0  	  0  	  
Set	169:	10015 D	  1000d  	  10014  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	170:	1000d  	  10015 D	  10014  	  1000f D	  1004e D	  108d5  	  0  	  0  	  
Set	171:	1000d  	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	172:	1000c  	  10015 D	  1000d  	  10014  	  1000f D	  0  	  0  	  0  	  
Set	173:	10014  	  10015  	  1000f D	  10000  	  0  	  0  	  0  	  0  	  
Set	174:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	175:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	176:	1000d  	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	177:	10015 D	  10014  	  1000f D	  108d5  	  1004e  	  0  	  0  	  0  	  
Set	178:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	179:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	180:	10014  	  10015  	  1000f D	  1000c  	  108d5  	  0  	  0  	  0  	  
Set	181:	10014  	  10015  	  1000f D	  1000c  	  108d5 D	  0  	  0  	  0  	  
Set	182:	10014  	  1000c D	  10015  	  1000f D	  108d5 D	  0  	  0  	  0  	  
Set	183:	1000c D	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	184:	10014  	  1000c D	  10015  	  1000f D	  108d5 D	  0  	  0  	  0  	  
Set	185:	1000c D	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	186:	1000d  	  1000c D	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  
Set	187:	10014  	  1000c D	  10015  	  1000d D	  1000f D	  108d5  	  0  	  0  	  
Set	188:	10014  	  1000c D	  10015  	  1000d  	  1000f D	  108d5  	  1004e  	  0  	  
Set	189:	1000d D	  1000c D	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  
Set	190:	10014  	  10015  	  1000c  	  1000f D	  0  	  0  	  0  	  0  	  
Set	191:	10014  	  10015  	  1000c  	  1000f D	  0  	  0  	  0  	  0  	  
Set	192:	10014  	  10015  	  1000c  	  1000f D	  0  	  0  	  0  	  0  	  
Set	193:	10014  	  10015  	  1000c  	  1000f D	  0  	  0  	  0  	  0  	  
Set	194:	10014  	  10015  	  1000c D	  1000f D	  0  	  0  	  0  	  0  	  
Set	195:	1000d  	  10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	196:	10014  	  1000d  	  10015  	  1000f D	  108d5 D	  0  	  0  	  0  	  
Set	197:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	198:	10014  	  10015  	  1000d D	  1000f D	  108d5  	  0  	  0  	  0  	  
Set	199:	1000d  	  10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  
Set	200:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	201:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	202:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	203:	10014  	  10015  	  1000f D	  1004e D	  108d5  	  0  	  0  	  0  	  
Set	204:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	205:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	206:	10014  	  10015  	  1000f D	  1000d  	  108d5  	  0  	  0  	  0  	  
Set	207:	10014  	  10015  	  1000f D	  108d5  	  0  	  0  	  0  	  0  	  
Set	208:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	209:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	210:	10014  	  10015  	  1000f D	  1004e  	  0  	  0  	  0  	  0  	  
Set	211:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	212:	10014  	  10015  	  1000d  	  1000f D	  1004e  	  0  	  0  	  0  	  
Set	213:	10014  	  10015  	  1000d  	  1000f D	  0  	  0  	  0  	  0  	  
Set	214:	10014  	  1000d D	  10015  	  1000f D	  0  	  0  	  0  	  0  	  
Set	215:	10014  	  10015  	  1000f D	  10008 D	  108eb  	  0  	  0  	  0  	  
Set	216:	10014  	  10015  	  1000f D	  37e  	  0  	  0  	  0  	  0  	  
Set	217:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	218:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	219:	10014  	  1000c  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  
Set	220:	10014  	  1000c  	  1000d D	  10015  	  1000f D	  0  	  0  	  0  	  
Set	221:	10014  	  1000c  	  10015  	  1000f D	  10008  	  1004e  	  0  	  0  	  
Set	222:	10014  	  10015 D	  1000c  	  1000d  	  1000f D	  10008  	  0  	  0  	  
Set	223:	1000c  	  10014  	  1000d  	  10015  	  1000f D	  10008  	  0  	  0  	  
Set	224:	10014  	  10015  	  1000f D	  10008  	  0  	  0  	  0  	  0  	  
Set	225:	10014  	  1000d D	  10015  	  1000f D	  10008  	  0  	  0  	  0  	  
Set	226:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	227:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	228:	10014  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	229:	10014  	  10015  	  1000f D	  1004e  	  0  	  0  	  0  	  0  	  
Set	230:	10015  	  1000f D	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	231:	10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	232:	10015  	  1000f D	  10014 D	  0  	  0  	  0  	  0  	  0  	  
Set	233:	10015  	  1000f D	  10014 D	  0  	  0  	  0  	  0  	  0  	  
Set	234:	10015  	  1000d  	  1000f D	  10014 D	  10008  	  10013  	  0  	  0  	  
Set	235:	10015  	  1000f D	  10014 D	  10013  	  0  	  0  	  0  	  0  	  
Set	236:	10015  	  1000f D	  10014 D	  37e  	  0  	  0  	  0  	  0  	  
Set	237:	10015  	  1000f D	  10014 D	  1004e  	  0  	  0  	  0  	  0  	  
Set	238:	10015  	  1000f D	  10014 D	  1004e D	  0  	  0  	  0  	  0  	  
Set	239:	10015  	  1000f D	  10014 D	  108d4  	  0  	  0  	  0  	  0  	  
Set	240:	1000e  	  10015  	  1000f D	  10014 D	  10013  	  108d4  	  0  	  0  	  
Set	241:	10015  	  1000f D	  10014 D	  108d4  	  0  	  0  	  0  	  0  	  
Set	242:	10015  	  1000f D	  108d4  	  0  	  0  	  0  	  0  	  0  	  
Set	243:	10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	244:	10015  	  1000c D	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	245:	1000c D	  10015  	  1000f D	  10013  	  0  	  0  	  0  	  0  	  
Set	246:	10015  	  1000e  	  1000f D	  10013  	  0  	  0  	  0  	  0  	  
Set	247:	1000d  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	248:	10015  	  1000f D	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	249:	10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	250:	1000c D	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	251:	10015  	  1000f D	  1000c D	  0  	  0  	  0  	  0  	  0  	  
Set	252:	1000c  	  10015  	  1000d  	  1000f D	  10013 D	  10000  	  0  	  0  	  
Set	253:	1000d  	  10015  	  1000f D	  1000c D	  10013 D	  10000  	  0  	  0  	  
Set	254:	10015  	  1000f D	  1000c D	  10013  	  0  	  0  	  0  	  0  	  
Set	255:	10015  	  1000f D	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	256:	10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	257:	10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	258:	10015  	  1000f D	  108eb  	  0  	  0  	  0  	  0  	  0  	  
Set	259:	1000d  	  10015  	  1000f D	  0  	  0  	  0  	  0  	  0  	  
Set	260:	10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	261:	10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	262:	10015  	  1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  
Set	263:	10015  	  1000f D	  10013 D	  10000  	  0  	  0  	  0  	  0  	  
Set	264:	10015  	  1000f D	  10013 D	  10000  	  0  	  0  	  0  	  0  	  
Set	265:	10015  	  1000f D	  10013 D	  10000  	  1084e  	  0  	  0  	  0  	  
Set	266:	10015  	  1000f D	  10013 D	  10000  	  0  	  0  	  0  	  0  	  
Set	267:	10015  	  1000f D	  1000c D	  10013 D	  10000  	  0  	  0  	  0  	  
Set	268:	10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	269:	10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	270:	10015  	  1000e  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  
Set	271:	10015  	  1000f D	  1000e D	  10013 D	  0  	  0  	  0  	  0  	  
Set	272:	1000e  	  10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  
Set	273:	1000e  	  10015  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  
Set	274:	10015  	  1000f D	  1000e D	  10013 D	  1084e  	  0  	  0  	  0  	  
Set	275:	10015  	  1000f D	  1000e D	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	276:	10015  	  1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  
Set	277:	1000f D	  10013 D	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	278:	1000f D	  10013 D	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	279:	1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	280:	1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	281:	1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	282:	1000f D	  1000c D	  10013 D	  1000d D	  0  	  0  	  0  	  0  	  
Set	283:	1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	284:	1000f D	  10013 D	  10000 D	  0  	  0  	  0  	  0  	  0  	  
Set	285:	1000e D	  1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  
Set	286:	1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	287:	1000e  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	288:	1000f D	  1000c D	  10013 D	  108eb  	  0  	  0  	  0  	  0  	  
Set	289:	1000f D	  10013 D	  108eb D	  1004d  	  0  	  0  	  0  	  0  	  
Set	290:	1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	291:	1000f D	  10013 D	  10000  	  108eb  	  0  	  0  	  0  	  0  	  
Set	292:	1000f D	  1000c D	  10013 D	  108eb  	  1004d  	  10000  	  0  	  0  	  
Set	293:	1000d  	  1000f D	  1000c D	  10013 D	  108eb  	  10000  	  0  	  0  	  
Set	294:	1000d  	  1000f D	  10013 D	  1000c D	  1004d  	  0  	  0  	  0  	  
Set	295:	1000d  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	296:	1000d  	  1000f D	  1000c D	  10013 D	  1004d D	  0  	  0  	  0  	  
Set	297:	1000d  	  1000f D	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  
Set	298:	1000d  	  1000f D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	299:	1000d D	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	300:	1000f D	  1000a D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	301:	1000d  	  10013 D	  1000a  	  0  	  0  	  0  	  0  	  0  	  
Set	302:	1000d  	  10013 D	  10000  	  0  	  0  	  0  	  0  	  0  	  
Set	303:	1000d D	  10013 D	  1000f D	  10000  	  0  	  0  	  0  	  0  	  
Set	304:	1000f  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	305:	1000a  	  1000f  	  1000c D	  10013 D	  10000  	  0  	  0  	  0  	  
Set	306:	1000f  	  10013 D	  10010  	  1000c  	  0  	  0  	  0  	  0  	  
Set	307:	1000f  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	308:	1000f  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	309:	10010 D	  10013 D	  1000c  	  0  	  0  	  0  	  0  	  0  	  
Set	310:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	311:	10011 D	  10013  	  37e  	  10000  	  0  	  0  	  0  	  0  	  
Set	312:	10013 D	  10011  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	313:	1000c D	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	314:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	315:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	316:	1000c D	  10013 D	  1000a  	  0  	  0  	  0  	  0  	  0  	  
Set	317:	1000d  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	318:	1000d  	  10013 D	  1000a  	  10000  	  1004d  	  0  	  0  	  0  	  
Set	319:	10013 D	  1000e  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	320:	1000f  	  1000a D	  10013 D	  1004d D	  0  	  0  	  0  	  0  	  
Set	321:	1000d  	  1000f  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	322:	10013 D	  10000  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	323:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	324:	10013 D	  10010  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	325:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	326:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	327:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	328:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	329:	10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	330:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	331:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	332:	1000f  	  1000c D	  10010  	  10013 D	  10000  	  0  	  0  	  0  	  
Set	333:	10010  	  10013 D	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	334:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	335:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	336:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	337:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	338:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	339:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	340:	10013 D	  10010  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	341:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	342:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	343:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	344:	10013 D	  10010  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	345:	1000d  	  10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  
Set	346:	1000d  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	347:	1000d  	  1000c D	  10010  	  10013 D	  108eb  	  0  	  0  	  0  	  
Set	348:	1000d  	  10010  	  10013 D	  1000f D	  108eb D	  0  	  0  	  0  	  
Set	349:	1000f  	  10010 D	  1000d  	  10013 D	  108eb D	  0  	  0  	  0  	  
Set	350:	1000f  	  10010  	  10013 D	  108d4  	  0  	  0  	  0  	  0  	  
Set	351:	10010  	  1000f D	  10013 D	  108d4  	  108eb  	  0  	  0  	  0  	  
Set	352:	10010  	  10013 D	  1000f D	  108eb D	  0  	  0  	  0  	  0  	  
Set	353:	10010  	  10013 D	  1000f D	  108eb D	  0  	  0  	  0  	  0  	  
Set	354:	10010  	  1000f D	  10013 D	  108eb D	  0  	  0  	  0  	  0  	  
Set	355:	10010  	  10013 D	  1000f D	  1000c D	  108eb D	  0  	  0  	  0  	  
Set	356:	10010  	  1000f D	  10013 D	  108eb  	  0  	  0  	  0  	  0  	  
Set	357:	10010  	  1000c D	  10013 D	  1000f D	  10008 D	  0  	  0  	  0  	  
Set	358:	10010  	  1000f D	  10013 D	  10008 D	  0  	  0  	  0  	  0  	  
Set	359:	1000f  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  0  	  
Set	360:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	361:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	362:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	363:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	364:	10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	365:	10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	366:	1000d  	  10010  	  1000c D	  10013 D	  0  	  0  	  0  	  0  	  
Set	367:	1000d  	  10013 D	  10010  	  10008 D	  0  	  0  	  0  	  0  	  
Set	368:	10014  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  0  	  
Set	369:	10010 D	  1000d  	  10014  	  10013 D	  1000c D	  0  	  0  	  0  	  
Set	370:	1000f  	  10010 D	  10014  	  1000c D	  10013 D	  10008 D	  0  	  0  	  
Set	371:	10014  	  10013 D	  10010  	  10008 D	  0  	  0  	  0  	  0  	  
Set	372:	10014  	  1000c D	  10010  	  10013 D	  10008 D	  0  	  0  	  0  	  
Set	373:	10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	374:	10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	375:	10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	376:	1000f  	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	377:	10007  	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	378:	10007  	  10010 D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	379:	10010 D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	380:	10010 D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	381:	10007  	  10010 D	  10014  	  10013 D	  37e  	  0  	  0  	  0  	  
Set	382:	10014 D	  10007  	  10010 D	  10013 D	  0  	  0  	  0  	  0  	  
Set	383:	1000c  	  10014 D	  10010 D	  10013 D	  0  	  0  	  0  	  0  	  
Set	384:	1000c  	  10010 D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	385:	1000c  	  1000f  	  10010 D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	386:	1000c  	  10010 D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	387:	10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  0  	  
Set	388:	10007  	  10010 D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	389:	10014  	  10010  	  10013 D	  10007  	  0  	  0  	  0  	  0  	  
Set	390:	10014  	  10010  	  10013 D	  10007  	  0  	  0  	  0  	  0  	  
Set	391:	10014  	  10013 D	  10010  	  10007  	  0  	  0  	  0  	  0  	  
Set	392:	10014  	  10010  	  10013 D	  10007  	  0  	  0  	  0  	  0  	  
Set	393:	10014  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  0  	  
Set	394:	10014  	  10013 D	  10010  	  10007  	  0  	  0  	  0  	  0  	  
Set	395:	10014  	  1000c D	  10010  	  10013 D	  37e  	  0  	  0  	  0  	  
Set	396:	10007  	  10010 D	  10014  	  10013 D	  1000c D	  0  	  0  	  0  	  
Set	397:	10014  	  10010  	  10013 D	  10007  	  1000c  	  0  	  0  	  0  	  
Set	398:	10010 D	  1000c D	  10014  	  10013 D	  10007  	  37e  	  0  	  0  	  
Set	399:	1000f  	  10010 D	  1000c D	  10014  	  10013 D	  37e  	  0  	  0  	  
Set	400:	1000c D	  10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  
Set	401:	1000c D	  10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  
Set	402:	10010 D	  1000c D	  10014  	  10013 D	  108eb  	  0  	  0  	  0  	  
Set	403:	1000c D	  10014  	  10010  	  10013 D	  108eb  	  0  	  0  	  0  	  
Set	404:	10014 D	  10007  	  10010 D	  1000c D	  10013 D	  108eb  	  0  	  0  	  
Set	405:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	406:	10014 D	  10007  	  10010 D	  1000c D	  10013 D	  108eb  	  0  	  0  	  
Set	407:	10014 D	  10007  	  10010 D	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	408:	10007  	  10014 D	  10010 D	  1000b  	  1000c D	  10013 D	  0  	  0  	  
Set	409:	10007  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	410:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	411:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	412:	10014 D	  10010 D	  1000b D	  1000c D	  10013 D	  0  	  0  	  0  	  
