===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               16384
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	40033 D	  40056 D	  40055 D	  40054 D	  
Set	179:	20028  	  20029 D	  2002a  	  20021 D	  20019 D	  2001e D	  20027 D	  211aa  	  
Set	180:	20029 D	  20028  	  20018 D	  2002a  	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	181:	20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	182:	20028  	  20029 D	  2002a  	  20018 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	183:	2001b  	  20017  	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	184:	20017  	  20028  	  20029 D	  2002a  	  20018 D	  2001b D	  20021 D	  20019 D	  
Set	185:	20017  	  2002a D	  20028  	  20018 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	186:	2001a  	  2002a D	  20028  	  20018 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	187:	20028  	  20029 D	  2002a  	  20018 D	  2001a D	  20017 D	  20021 D	  20019 D	  
Set	188:	20028  	  20029 D	  2002a  	  20018 D	  2001a  	  20017 D	  20021 D	  20019 D	  
Set	189:	2001a  	  20029 D	  20028  	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	190:	20028  	  20029 D	  2002a  	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	191:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20018  	  20019 D	  2001e D	  
Set	192:	20018 D	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	193:	20028  	  20029 D	  2002a  	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	194:	20028  	  2002a  	  20017 D	  20029  	  20021 D	  20018 D	  20019 D	  2001e D	  
Set	195:	2001a  	  2001b D	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	196:	20028  	  20029 D	  2001a  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	197:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	198:	20028  	  2002a D	  20029 D	  2001b D	  20017 D	  2001a D	  20021 D	  20019 D	  
Set	199:	2001a  	  20029 D	  20028  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	200:	20028  	  2001f  	  20029 D	  3d819  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	201:	3d819  	  20029 D	  20028  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	202:	2001f  	  20017 D	  20028  	  20029 D	  2002a  	  20021 D	  20019 D	  2001e D	  
Set	203:	2002a D	  20028  	  3d819 D	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	204:	20028  	  2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	205:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	206:	20028  	  20029 D	  2002a  	  20017 D	  2001f  	  20021 D	  20019 D	  2001e D	  
Set	207:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	208:	20028  	  2002a  	  20029 D	  3d819 D	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	209:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	210:	20028  	  20029 D	  2002a  	  20017 D	  2001f  	  20021 D	  20019 D	  2001e D	  
Set	211:	20028  	  2002a D	  2001b  	  20029 D	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	212:	20028  	  20029 D	  2002a  	  2001f D	  20017 D	  2001a  	  20021 D	  20019 D	  
Set	213:	20028  	  20029 D	  2002a  	  20017 D	  2001a  	  20021 D	  20019 D	  2001e D	  
Set	214:	20028  	  20029 D	  2001a D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	215:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	216:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	217:	20028  	  2002a D	  2001f  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	218:	20028  	  2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	219:	20028  	  20018  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	220:	20028  	  2001b D	  20018  	  2001a  	  2002a  	  20029 D	  2001f D	  20017 D	  
Set	221:	20028  	  2002a D	  20018  	  2001b  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	222:	20028  	  20018  	  2002a D	  2001f  	  2001a  	  20029 D	  20017 D	  20021 D	  
Set	223:	20018  	  20028  	  20029 D	  2001a  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	224:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	225:	20028  	  2001a D	  2002a  	  20019 D	  20017 D	  20021 D	  20029  	  2001e D	  
Set	226:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	227:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	228:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	229:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	230:	2002a  	  20017 D	  20029  	  20021 D	  2001f  	  20019 D	  2001e D	  20027 D	  
Set	231:	20029 D	  2002a  	  20017 D	  20021 D	  2001f  	  20019 D	  2001e D	  20027 D	  
Set	232:	2002a  	  20017 D	  2001f  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	233:	2002a  	  2001f D	  20019 D	  20017 D	  20021 D	  20029  	  2001e D	  20028 D	  
Set	234:	2002a  	  2001a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	235:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	236:	2002a  	  2001f  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	237:	2001f  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	238:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	239:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	240:	2001c  	  2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	241:	2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	242:	2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20027 D	  211a8  	  
Set	243:	2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20027 D	  6fb  	  
Set	244:	20023  	  2002a  	  20029 D	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	245:	20023  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	246:	20023  	  2002a  	  20029 D	  2001f  	  2001c  	  20017 D	  20021 D	  20019 D	  
Set	247:	20023  	  20029 D	  2001a  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	248:	20023  	  20029 D	  2002a  	  20019 D	  20017 D	  20021 D	  2001e D	  20027 D	  
Set	249:	20023  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	250:	20023  	  2002a D	  20018 D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	251:	20023  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	252:	20023  	  20018  	  2002a  	  20029 D	  2001a  	  20017 D	  20021 D	  20019 D	  
Set	253:	2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20018 D	  
Set	254:	2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20018 D	  2001b D	  
Set	255:	20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  20026  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           741
c. number of L1 writes:                36360
d. number of L1 write misses:          2091
e. L1 miss rate:                       0.028320
f. number of L1 writebacks:            1782
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2832
i. number of L2 read misses that did not originate from L1 prefetches:	2596
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            1782
m. number of L2 write misses:          0
n. L2 miss rate:                      0.916667
o. number of L2 writebacks:            265
p. number of L2 prefetches:	          0
q. total memory traffic:             2861
