16,1024,4,4,4,65536,8,0,0,63640,7099,36360,5745,0.128440,9834,56468,12844,631,56468,5558,9834,0,0.049128,844,0,1475,
32,1024,4,4,4,65536,8,0,0,63640,8483,36360,4709,0.131920,8329,57457,13192,377,57457,3317,8329,0,0.028578,711,0,1088,
64,1024,4,4,4,65536,8,0,0,63640,10609,36360,4541,0.151500,8139,64124,15150,263,64124,2026,8139,0,0.017360,549,0,812,
16,16384,4,4,4,65536,8,0,0,63640,783,36360,2452,0.032350,3554,15015,3235,637,15015,5595,3554,3,0.196909,625,0,1265,
32,16384,4,4,4,65536,8,0,0,63640,707,36360,1275,0.019820,2144,9241,1982,385,9241,3361,2144,10,0.194248,514,0,909,
64,16384,4,4,4,65536,8,0,0,63640,808,36360,724,0.015320,1421,6996,1532,263,6996,2056,1421,23,0.171671,445,0,731,
16,2048,4,4,4,65536,8,0,0,63640,4497,36360,4281,0.087780,7277,38530,8778,632,38530,5567,7277,0,0.071998,818,0,1450,
32,2048,4,4,4,65536,8,0,0,63640,5137,36360,3428,0.085650,6152,37306,8565,379,37306,3326,6152,0,0.044250,677,0,1056,
64,2048,4,4,4,65536,8,0,0,63640,6490,36360,3309,0.097990,5571,41323,9799,262,41323,2025,5571,0,0.026737,548,0,810,
16,4096,4,4,4,65536,8,0,0,63640,2699,36360,3051,0.057500,5389,25830,5750,636,25830,5579,5389,0,0.110609,765,0,1401,
32,4096,4,4,4,65536,8,0,0,63640,2884,36360,2198,0.050820,4043,22314,5082,383,22314,3322,4043,0,0.075364,643,0,1026,
64,4096,4,4,4,65536,8,0,0,63640,3579,36360,2171,0.057500,3771,24588,5750,266,24588,2040,3771,0,0.046261,512,0,778,
16,8192,4,4,4,65536,8,0,0,63640,1610,36360,2647,0.042570,4548,19513,4257,634,19513,5589,4548,0,0.148931,707,0,1341,
32,8192,4,4,4,65536,8,0,0,63640,1718,36360,1583,0.033010,2962,14880,3301,383,14880,3343,2962,1,0.116025,596,0,980,
64,8192,4,4,4,65536,8,0,0,63640,2137,36360,1275,0.034120,2420,14860,3412,263,14860,2031,2420,3,0.077081,500,0,766,
16,1024,4,4,4,65536,8,0,0,63640,6436,36360,3901,0.103370,8271,45742,10337,630,45742,5560,8271,0,0.060946,762,0,6952,
32,1024,4,4,4,65536,8,0,0,63640,7926,36360,3733,0.116590,6689,49247,11659,376,49247,3319,6689,0,0.032250,615,0,4310,
64,1024,4,4,4,65536,8,0,0,63640,10315,36360,4170,0.144850,6362,59294,14485,263,59294,2026,6362,0,0.018157,491,0,2780,
16,16384,4,4,4,65536,8,0,0,63640,698,36360,999,0.016970,3200,9914,1697,636,9914,5602,3200,6,0.374779,624,0,6868,
32,16384,4,4,4,65536,8,0,0,63640,641,36360,464,0.011050,1782,6147,1105,385,6147,3367,1782,15,0.348416,529,0,4296,
64,16384,4,4,4,65536,8,0,0,63640,754,36360,340,0.010940,1150,5327,1094,264,5327,2055,1150,31,0.241316,430,0,2780,
16,2048,4,4,4,65536,8,0,0,63640,4135,36360,2714,0.068490,6339,31168,6849,632,31168,5571,6339,0,0.092276,754,0,6957,
32,2048,4,4,4,65536,8,0,0,63640,4738,36360,2604,0.073420,4942,31648,7342,379,31648,3325,4942,0,0.051621,616,0,4320,
64,2048,4,4,4,65536,8,0,0,63640,6230,36360,2885,0.091150,4523,37671,9115,262,37671,2026,4523,0,0.028744,490,0,2778,
16,4096,4,4,4,65536,8,0,0,63640,2455,36360,1533,0.039880,4826,19518,3988,634,19518,5586,4826,0,0.158977,733,0,6953,
32,4096,4,4,4,65536,8,0,0,63640,2641,36360,1354,0.039950,3369,17977,3995,383,17977,3325,3369,0,0.095870,601,0,4309,
64,4096,4,4,4,65536,8,0,0,63640,3368,36360,1717,0.050850,3011,21444,5085,266,21444,2043,3011,0,0.052311,482,0,2791,
16,8192,4,4,4,65536,8,0,0,63640,1458,36360,1162,0.026200,4050,13805,2620,635,13805,5597,4050,0,0.242366,693,0,6925,
32,8192,4,4,4,65536,8,0,0,63640,1612,36360,733,0.023450,2496,11282,2345,385,11282,3347,2496,1,0.164179,584,0,4317,
64,8192,4,4,4,65536,8,0,0,63640,1948,36360,835,0.027830,1943,12208,2783,264,12208,2032,1943,4,0.094862,467,0,2767,
16,1024,4,1,1,65536,8,0,0,63640,6795,36360,4540,0.113350,8271,14731,11335,1178,14731,4013,8271,0,0.103926,489,0,5680,
16,1024,4,1,2,65536,8,0,0,63640,6795,36360,4540,0.113350,8271,26066,11335,943,26066,4624,8271,0,0.083194,592,0,6159,
16,1024,4,1,3,65536,8,0,0,63640,6795,36360,4540,0.113350,8271,37401,11335,755,37401,5143,8271,0,0.066608,680,0,6578,
16,1024,4,1,4,65536,8,0,0,63640,6795,36360,4540,0.113350,8271,48736,11335,630,48736,5560,8271,0,0.055580,762,0,6952,
16,1024,4,2,1,65536,8,0,0,63640,6720,36360,4234,0.109540,8271,14731,10954,1178,14731,4013,8271,0,0.107541,489,0,5680,
16,1024,4,2,2,65536,8,0,0,63640,6720,36360,4234,0.109540,8271,25685,10954,943,25685,4624,8271,0,0.086087,592,0,6159,
16,1024,4,2,3,65536,8,0,0,63640,6720,36360,4234,0.109540,8271,36639,10954,755,36639,5143,8271,0,0.068925,680,0,6578,
16,1024,4,2,4,65536,8,0,0,63640,6720,36360,4234,0.109540,8271,47593,10954,630,47593,5560,8271,0,0.057513,762,0,6952,
16,1024,4,3,1,65536,8,0,0,63640,6583,36360,3977,0.105600,8271,14731,10560,1178,14731,4013,8271,0,0.111553,489,0,5680,
16,1024,4,3,2,65536,8,0,0,63640,6583,36360,3977,0.105600,8271,25291,10560,943,25291,4624,8271,0,0.089299,592,0,6159,
16,1024,4,3,3,65536,8,0,0,63640,6583,36360,3977,0.105600,8271,35851,10560,755,35851,5143,8271,0,0.071496,680,0,6578,
16,1024,4,3,4,65536,8,0,0,63640,6583,36360,3977,0.105600,8271,46411,10560,630,46411,5560,8271,0,0.059659,762,0,6952,
16,1024,4,4,1,65536,8,0,0,63640,6436,36360,3901,0.103370,8271,14731,10337,1178,14731,4013,8271,0,0.113960,489,0,5680,
16,1024,4,4,2,65536,8,0,0,63640,6436,36360,3901,0.103370,8271,25068,10337,943,25068,4624,8271,0,0.091226,592,0,6159,
16,1024,4,4,3,65536,8,0,0,63640,6436,36360,3901,0.103370,8271,35405,10337,755,35405,5143,8271,0,0.073039,680,0,6578,
16,1024,4,4,4,65536,8,0,0,63640,6436,36360,3901,0.103370,8271,45742,10337,630,45742,5560,8271,0,0.060946,762,0,6952,
32,1024,4,1,1,65536,8,0,0,63640,8196,36360,4195,0.123910,6689,14270,12391,670,14270,2275,6689,0,0.054072,393,0,3338,
32,1024,4,1,2,65536,8,0,0,63640,8196,36360,4195,0.123910,6689,26661,12391,506,26661,2724,6689,0,0.040836,476,0,3706,
32,1024,4,1,3,65536,8,0,0,63640,8196,36360,4195,0.123910,6689,39052,12391,405,39052,3071,6689,0,0.032685,551,0,4027,
32,1024,4,1,4,65536,8,0,0,63640,8196,36360,4195,0.123910,6689,51443,12391,376,51443,3319,6689,0,0.030345,615,0,4310,
32,1024,4,2,1,65536,8,0,0,63640,8106,36360,3931,0.120370,6689,14270,12037,670,14270,2275,6689,0,0.055662,393,0,3338,
32,1024,4,2,2,65536,8,0,0,63640,8106,36360,3931,0.120370,6689,26307,12037,506,26307,2724,6689,0,0.042037,476,0,3706,
32,1024,4,2,3,65536,8,0,0,63640,8106,36360,3931,0.120370,6689,38344,12037,405,38344,3071,6689,0,0.033646,551,0,4027,
32,1024,4,2,4,65536,8,0,0,63640,8106,36360,3931,0.120370,6689,50381,12037,376,50381,3319,6689,0,0.031237,615,0,4310,
32,1024,4,3,1,65536,8,0,0,63640,8001,36360,3806,0.118070,6689,14270,11807,670,14270,2275,6689,0,0.056746,393,0,3338,
32,1024,4,3,2,65536,8,0,0,63640,8001,36360,3806,0.118070,6689,26077,11807,506,26077,2724,6689,0,0.042856,476,0,3706,
32,1024,4,3,3,65536,8,0,0,63640,8001,36360,3806,0.118070,6689,37884,11807,405,37884,3071,6689,0,0.034302,551,0,4027,
32,1024,4,3,4,65536,8,0,0,63640,8001,36360,3806,0.118070,6689,49691,11807,376,49691,3319,6689,0,0.031846,615,0,4310,
32,1024,4,4,1,65536,8,0,0,63640,7926,36360,3733,0.116590,6689,14270,11659,670,14270,2275,6689,0,0.057466,393,0,3338,
32,1024,4,4,2,65536,8,0,0,63640,7926,36360,3733,0.116590,6689,25929,11659,506,25929,2724,6689,0,0.043400,476,0,3706,
32,1024,4,4,3,65536,8,0,0,63640,7926,36360,3733,0.116590,6689,37588,11659,405,37588,3071,6689,0,0.034737,551,0,4027,
32,1024,4,4,4,65536,8,0,0,63640,7926,36360,3733,0.116590,6689,49247,11659,376,49247,3319,6689,0,0.032250,615,0,4310,
