===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               131072
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               131072
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	8006 D	  800a D	  1bf  	  0  	  
Set	518:	800a D	  8008 D	  8006 D	  0  	  
Set	519:	800a D	  8008 D	  8006 D	  70  	  
Set	520:	800a D	  8008 D	  8006 D	  70  	  
Set	521:	800a D	  8008 D	  8006 D	  70  	  
Set	522:	800a D	  8008 D	  8006 D	  0  	  
Set	523:	800a D	  8008 D	  8006 D	  0  	  
Set	524:	800a D	  8008 D	  8006 D	  0  	  
Set	525:	800a D	  8008 D	  8006 D	  0  	  
Set	526:	800a D	  8008 D	  8006 D	  0  	  
Set	527:	800a D	  8008 D	  8006 D	  0  	  
Set	528:	800a D	  8008 D	  8006 D	  0  	  
Set	529:	800a D	  8008 D	  8006 D	  0  	  
Set	530:	800a D	  8008 D	  8006 D	  0  	  
Set	531:	800a D	  8008 D	  8006 D	  8427  	  
Set	532:	800a D	  8008 D	  8006 D	  0  	  
Set	533:	800a D	  8008 D	  8006 D	  0  	  
Set	534:	800a D	  8008 D	  8006 D	  0  	  
Set	535:	800a D	  8008 D	  8006 D	  0  	  
Set	536:	800a D	  8008 D	  8006 D	  8427  	  
Set	537:	800a D	  8008 D	  8006 D	  8427  	  
Set	538:	800a D	  8008 D	  8006 D	  8429 D	  
Set	539:	800a D	  8008 D	  8006 D	  0  	  
Set	540:	800a D	  8008 D	  8006 D	  f606  	  
Set	541:	800a D	  8008 D	  8006 D	  f606 D	  
Set	542:	800a D	  8008 D	  8006 D	  f606 D	  
Set	543:	800a D	  8008 D	  8006 D	  f606  	  
Set	544:	800a D	  8008 D	  8006 D	  f606  	  
Set	545:	800a D	  8008 D	  8006 D	  f606  	  
Set	546:	800a D	  8008 D	  8006 D	  f606  	  
Set	547:	800a D	  8008 D	  8006 D	  f606  	  
Set	548:	800a D	  8008 D	  8006 D	  8429 D	  
Set	549:	800a D	  8008 D	  8006 D	  f606 D	  
Set	550:	800a D	  8008 D	  8006 D	  f606 D	  
Set	551:	800a D	  8008 D	  8006 D	  f606 D	  
Set	552:	800a D	  8008 D	  8006 D	  f606 D	  
Set	553:	800a D	  8008 D	  8006 D	  f606  	  
Set	554:	800a D	  8008 D	  8006 D	  0  	  
Set	555:	800a D	  8008 D	  8006 D	  8429  	  
Set	556:	800a D	  8008 D	  8006 D	  8429 D	  
Set	557:	8008 D	  800a D	  8006 D	  f606  	  
Set	558:	800a D	  8006 D	  f606  	  0  	  
Set	559:	8008 D	  800a D	  8006 D	  f606  	  
Set	560:	8008 D	  800a D	  8006 D	  0  	  
Set	561:	800a D	  8006 D	  0  	  0  	  
Set	562:	8008 D	  800a D	  8006 D	  0  	  
Set	563:	800a D	  8006 D	  0  	  0  	  
Set	564:	800a D	  8006 D	  8009  	  8429 D	  
Set	565:	800a D	  8006 D	  8009  	  0  	  
Set	566:	8008 D	  800a D	  8006 D	  8009  	  
Set	567:	800a D	  8006 D	  8009  	  0  	  
Set	568:	800a D	  8006 D	  8009  	  0  	  
Set	569:	800a D	  8006 D	  0  	  0  	  
Set	570:	800a D	  8006 D	  0  	  0  	  
Set	571:	800a D	  8006 D	  0  	  0  	  
Set	572:	800a D	  8006 D	  8429 D	  0  	  
Set	573:	800a D	  8006 D	  0  	  0  	  
Set	574:	800a D	  8006 D	  0  	  0  	  
Set	575:	800a D	  8006 D	  0  	  0  	  
Set	576:	800a D	  8006 D	  0  	  0  	  
Set	577:	800a D	  8006 D	  8009  	  8429  	  
Set	578:	800a D	  8006 D	  8429 D	  0  	  
Set	579:	800a D	  8006 D	  0  	  0  	  
Set	580:	800a D	  8006 D	  8009  	  0  	  
Set	581:	800a D	  8006 D	  8429 D	  0  	  
Set	582:	8007 D	  800a D	  8006 D	  0  	  
Set	583:	800a D	  8006 D	  8007  	  8009  	  
Set	584:	800a D	  8006 D	  8429  	  0  	  
Set	585:	800a D	  8006 D	  8429  	  0  	  
Set	586:	800a D	  8006 D	  8007 D	  8429  	  
Set	587:	800a D	  8006 D	  8007 D	  8429  	  
Set	588:	800a D	  8006 D	  8007 D	  8429  	  
Set	589:	800a D	  8006 D	  8007 D	  8429  	  
Set	590:	800a D	  8006 D	  8007 D	  8429  	  
Set	591:	800a D	  8006 D	  8007 D	  0  	  
Set	592:	800a D	  8006 D	  8007 D	  0  	  
Set	593:	800a D	  8006 D	  8007 D	  f606  	  
Set	594:	800a D	  8006 D	  8007 D	  f606  	  
Set	595:	800a D	  8006 D	  8007 D	  f606  	  
Set	596:	800a D	  8006 D	  8007 D	  0  	  
Set	597:	800a D	  8006 D	  8007 D	  0  	  
Set	598:	800a D	  8006 D	  8007 D	  0  	  
Set	599:	800a D	  8006 D	  8007 D	  846a  	  
Set	600:	800a D	  8006 D	  8007 D	  0  	  
Set	601:	800a D	  8006 D	  8007 D	  0  	  
Set	602:	800a D	  8006 D	  8007 D	  0  	  
Set	603:	800a D	  8006 D	  8007 D	  846a D	  
Set	604:	800a D	  8006 D	  8007 D	  846a  	  
Set	605:	800a D	  8006 D	  8007 D	  f606  	  
Set	606:	800a D	  8006 D	  8007 D	  846a  	  
Set	607:	800a D	  8006 D	  8007 D	  0  	  
Set	608:	800a D	  8006 D	  8007 D	  f606 D	  
Set	609:	800a D	  8006 D	  8007 D	  846a D	  
Set	610:	800a D	  8006 D	  8007 D	  846a  	  
Set	611:	800a D	  8006 D	  8007 D	  846a  	  
Set	612:	800a D	  8006 D	  8007 D	  846a  	  
Set	613:	800a D	  8006 D	  8007 D	  f606 D	  
Set	614:	800a D	  8006 D	  8007 D	  f606 D	  
Set	615:	800a D	  8006 D	  8007 D	  8475  	  
Set	616:	800a D	  8006 D	  8007 D	  8475  	  
Set	617:	800a D	  8006 D	  8007 D	  8009 D	  
Set	618:	800a D	  8006 D	  8007 D	  8009 D	  
Set	619:	800a D	  8006 D	  8007 D	  8475  	  
Set	620:	800a D	  8006 D	  8007 D	  8475  	  
Set	621:	800a D	  8006 D	  8007 D	  8009  	  
Set	622:	800a D	  8006 D	  8007 D	  8009  	  
Set	623:	800a D	  8007 D	  8009  	  8475 D	  
Set	624:	800a D	  8007 D	  8475  	  0  	  
Set	625:	800a D	  8007 D	  8009  	  8000  	  
Set	626:	800a D	  8007 D	  8009  	  8475  	  
Set	627:	800a D	  8007 D	  8000  	  8475  	  
Set	628:	800a D	  8007 D	  8000  	  f606 D	  
Set	629:	800a D	  8007 D	  8000  	  8475  	  
Set	630:	800a D	  8007 D	  8000  	  8475  	  
Set	631:	800a D	  8007 D	  8000  	  8475 D	  
Set	632:	800a D	  8007 D	  8000  	  8475  	  
Set	633:	800a D	  8003  	  8007 D	  8000  	  
Set	634:	800a D	  8003  	  8007 D	  8000  	  
Set	635:	8003  	  800a D	  8007 D	  8009  	  
Set	636:	8003  	  800a D	  8007 D	  8006 D	  
Set	637:	8003  	  800a D	  8007 D	  8006 D	  
Set	638:	8006 D	  8003  	  800a D	  8007 D	  
Set	639:	8006 D	  8003  	  800a D	  8007 D	  
Set	640:	800a D	  8007 D	  8000  	  f606 D	  
Set	641:	800a D	  8007 D	  8000  	  f606 D	  
Set	642:	800a D	  8007 D	  8000  	  f606 D	  
Set	643:	800a D	  8007 D	  8000  	  f606 D	  
Set	644:	800a D	  8007 D	  8000  	  f606 D	  
Set	645:	800a D	  8007 D	  8000  	  f606 D	  
Set	646:	800a D	  8007 D	  8000  	  846a  	  
Set	647:	800a D	  8007 D	  846a  	  0  	  
Set	648:	800a D	  8007 D	  846a  	  0  	  
Set	649:	800a D	  8007 D	  1bf  	  846a  	  
Set	650:	800a D	  8007 D	  f606 D	  846a D	  
Set	651:	800a D	  8007 D	  846a  	  f606 D	  
Set	652:	800a D	  8007 D	  f606 D	  846a  	  
Set	653:	800a D	  8007 D	  846a  	  0  	  
Set	654:	8006 D	  800a D	  8007 D	  8009  	  
Set	655:	800a D	  8007 D	  8009  	  846a D	  
Set	656:	800a D	  8007 D	  f606 D	  0  	  
Set	657:	800a D	  8007 D	  0  	  0  	  
Set	658:	800a D	  8007 D	  8006 D	  f606 D	  
Set	659:	800a D	  8007 D	  8006  	  f606 D	  
Set	660:	8005 D	  800a D	  8007 D	  8009  	  
Set	661:	800a D	  8007 D	  8005 D	  8009 D	  
Set	662:	800a D	  8007 D	  8009  	  846a  	  
Set	663:	800a D	  8007 D	  8006  	  8005 D	  
Set	664:	800a D	  8007 D	  8009  	  846a  	  
Set	665:	800a D	  8007 D	  8009  	  846a  	  
Set	666:	800a D	  8007 D	  8009  	  846a  	  
Set	667:	800a D	  8007 D	  846a  	  0  	  
Set	668:	800a D	  8007 D	  846a D	  0  	  
Set	669:	800a D	  8007 D	  846a  	  0  	  
Set	670:	800a D	  8007 D	  846a  	  0  	  
Set	671:	8006 D	  800a D	  8007 D	  846a  	  
Set	672:	800a D	  8007 D	  846a  	  0  	  
Set	673:	800a D	  8007 D	  0  	  0  	  
Set	674:	800a D	  8007 D	  846a  	  0  	  
Set	675:	800a D	  8007 D	  846a D	  0  	  
Set	676:	800a D	  8007 D	  846a  	  0  	  
Set	677:	800a D	  8007 D	  846a D	  0  	  
Set	678:	800a D	  8007 D	  846a D	  0  	  
Set	679:	800a D	  8007 D	  846a D	  0  	  
Set	680:	8006  	  800a D	  8007 D	  0  	  
Set	681:	8006  	  800a D	  8007 D	  846a  	  
Set	682:	8006  	  800a D	  8007 D	  846a  	  
Set	683:	8006  	  800a D	  8007 D	  846a  	  
Set	684:	8006  	  800a D	  8007 D	  0  	  
Set	685:	800a D	  8007 D	  0  	  0  	  
Set	686:	800a D	  8007 D	  846a  	  0  	  
Set	687:	800a D	  8007 D	  846a  	  0  	  
Set	688:	8006  	  800a D	  8007 D	  846a  	  
Set	689:	800a D	  8007 D	  846a  	  0  	  
Set	690:	800a D	  8007 D	  846a  	  0  	  
Set	691:	800a D	  8007 D	  846a  	  0  	  
Set	692:	800a D	  8007 D	  846a  	  0  	  
Set	693:	800a D	  8007 D	  846a D	  0  	  
Set	694:	800a D	  8007 D	  846a D	  0  	  
Set	695:	800a D	  8007 D	  846a  	  0  	  
Set	696:	800a D	  8007 D	  846a D	  0  	  
Set	697:	800a D	  8007 D	  846a  	  0  	  
Set	698:	8006 D	  800a D	  8007 D	  846a  	  
Set	699:	8006 D	  800a D	  8007 D	  846a  	  
Set	700:	8006  	  800a D	  8007 D	  846a  	  
Set	701:	8006 D	  800a D	  8007 D	  846a  	  
Set	702:	800a D	  8007 D	  0  	  0  	  
Set	703:	800a D	  8007 D	  0  	  0  	  
Set	704:	800a D	  8007 D	  0  	  0  	  
Set	705:	800a D	  8007 D	  0  	  0  	  
Set	706:	800a D	  8007 D	  0  	  0  	  
Set	707:	8006 D	  800a D	  8007 D	  846a  	  
Set	708:	8006 D	  800a D	  8007 D	  846a D	  
Set	709:	800a D	  8007 D	  846a  	  0  	  
Set	710:	8006 D	  800a D	  8007 D	  846a  	  
Set	711:	8006  	  800a D	  8007 D	  0  	  
Set	712:	800a D	  8007 D	  846a  	  0  	  
Set	713:	800a D	  8007 D	  846a  	  0  	  
Set	714:	800a D	  8007 D	  846a  	  0  	  
Set	715:	800a D	  8007 D	  846a  	  0  	  
Set	716:	800a D	  8007 D	  0  	  0  	  
Set	717:	800a D	  8007 D	  0  	  0  	  
Set	718:	800a D	  8007 D	  8006  	  846a  	  
Set	719:	800a D	  8007 D	  846a  	  0  	  
Set	720:	800a D	  8007 D	  0  	  0  	  
Set	721:	800a D	  8007 D	  0  	  0  	  
Set	722:	800a D	  8007 D	  0  	  0  	  
Set	723:	800a D	  8007 D	  0  	  0  	  
Set	724:	8006 D	  800a D	  8007 D	  0  	  
Set	725:	8006 D	  800a D	  8007 D	  0  	  
Set	726:	8006 D	  800a D	  8007 D	  0  	  
Set	727:	800a D	  8007 D	  8475  	  0  	  
Set	728:	800a D	  8007 D	  0  	  0  	  
Set	729:	800a D	  8007 D	  0  	  0  	  
Set	730:	800a D	  8007 D	  0  	  0  	  
Set	731:	800a D	  8007 D	  0  	  0  	  
Set	732:	8006 D	  800a D	  8007 D	  0  	  
Set	733:	800a D	  8007 D	  0  	  0  	  
Set	734:	8006 D	  800a D	  8007 D	  0  	  
Set	735:	8006 D	  800a D	  8007 D	  0  	  
Set	736:	800a D	  8007 D	  0  	  0  	  
Set	737:	800a D	  8006 D	  8007 D	  0  	  
Set	738:	800a D	  8007 D	  0  	  0  	  
Set	739:	800a D	  8007 D	  0  	  0  	  
Set	740:	800a D	  8007 D	  0  	  0  	  
Set	741:	800a D	  8007 D	  0  	  0  	  
Set	742:	800a D	  8007 D	  0  	  0  	  
Set	743:	800a D	  8007 D	  0  	  0  	  
Set	744:	800a D	  8007 D	  0  	  0  	  
Set	745:	800a D	  8007 D	  0  	  0  	  
Set	746:	8006 D	  800a D	  8007 D	  8009  	  
Set	747:	800a D	  8007 D	  8009  	  0  	  
Set	748:	800a D	  8007 D	  0  	  0  	  
Set	749:	800a D	  8007 D	  0  	  0  	  
Set	750:	800a D	  8007 D	  0  	  0  	  
Set	751:	800a D	  8007 D	  0  	  0  	  
Set	752:	800a D	  8007 D	  8009  	  0  	  
Set	753:	800a D	  8007 D	  0  	  0  	  
Set	754:	800a D	  8007 D	  0  	  0  	  
Set	755:	800a D	  8007 D	  0  	  0  	  
Set	756:	800a D	  8007 D	  0  	  0  	  
Set	757:	800a D	  8007 D	  8009  	  0  	  
Set	758:	800a D	  8007 D	  8009  	  0  	  
Set	759:	8006 D	  800a D	  8007 D	  0  	  
Set	760:	800a D	  8007 D	  0  	  0  	  
Set	761:	800a D	  8007 D	  0  	  0  	  
Set	762:	800a D	  8007 D	  0  	  0  	  
Set	763:	800a D	  8007 D	  0  	  0  	  
Set	764:	8006 D	  800a D	  8007 D	  8009 D	  
Set	765:	8006 D	  800a D	  8007 D	  8009 D	  
Set	766:	800a D	  8007 D	  8009  	  0  	  
Set	767:	800a D	  8007 D	  8009  	  0  	  
Set	768:	800a D	  8007 D	  0  	  0  	  
Set	769:	800a D	  8007 D	  8009 D	  0  	  
Set	770:	800a D	  8007 D	  8475  	  0  	  
Set	771:	8006 D	  800a D	  8007 D	  0  	  
Set	772:	800a D	  8007 D	  8009 D	  0  	  
Set	773:	800a D	  8007 D	  8009 D	  0  	  
Set	774:	800a D	  8007 D	  8009 D	  0  	  
Set	775:	800a D	  8007 D	  8009 D	  0  	  
Set	776:	800a D	  8007 D	  8009 D	  0  	  
Set	777:	800a D	  8007 D	  8009 D	  0  	  
Set	778:	800a D	  8007 D	  8009 D	  0  	  
Set	779:	800a D	  8007 D	  8009 D	  0  	  
Set	780:	800a D	  8007 D	  8009 D	  0  	  
Set	781:	800a D	  8007 D	  8009 D	  0  	  
Set	782:	800a D	  8007 D	  8009 D	  0  	  
Set	783:	800a D	  8007 D	  8009 D	  0  	  
Set	784:	800a D	  8007 D	  8009 D	  0  	  
Set	785:	800a D	  8007 D	  8009 D	  0  	  
Set	786:	800a D	  8007 D	  8009 D	  0  	  
Set	787:	800a D	  8007 D	  8009 D	  0  	  
Set	788:	800a D	  8007 D	  8009 D	  0  	  
Set	789:	8007 D	  8009 D	  0  	  0  	  
Set	790:	8007 D	  8009 D	  0  	  0  	  
Set	791:	8007 D	  8009 D	  0  	  0  	  
Set	792:	8007 D	  8009 D	  0  	  0  	  
Set	793:	8007 D	  8009 D	  0  	  0  	  
Set	794:	8007 D	  8009 D	  8006 D	  0  	  
Set	795:	8007 D	  8009 D	  0  	  0  	  
Set	796:	8007 D	  8009 D	  0  	  0  	  
Set	797:	8007 D	  8009 D	  0  	  0  	  
Set	798:	8007 D	  8009 D	  0  	  0  	  
Set	799:	8007 D	  8009 D	  0  	  0  	  
Set	800:	8007 D	  8009 D	  8475  	  0  	  
Set	801:	8007 D	  8009 D	  8026  	  8475 D	  
Set	802:	8007 D	  8009 D	  0  	  0  	  
Set	803:	8007 D	  8009 D	  8475  	  0  	  
Set	804:	8007 D	  8009 D	  8026  	  8475  	  
Set	805:	8006 D	  8007 D	  8009 D	  8475  	  
Set	806:	8006 D	  8007 D	  8009 D	  8026  	  
Set	807:	8006 D	  8007 D	  8009 D	  0  	  
Set	808:	8006 D	  8007 D	  8009 D	  8026 D	  
Set	809:	8006 D	  8007 D	  8009 D	  0  	  
Set	810:	8006 D	  8007 D	  8009 D	  0  	  
Set	811:	8006 D	  8009 D	  0  	  0  	  
Set	812:	8007 D	  8009 D	  0  	  0  	  
Set	813:	8006 D	  8009 D	  0  	  0  	  
Set	814:	8006 D	  8009 D	  0  	  0  	  
Set	815:	8006 D	  8009 D	  8007 D	  0  	  
Set	816:	8007 D	  8009 D	  0  	  0  	  
Set	817:	8007 D	  8009 D	  0  	  0  	  
Set	818:	8007 D	  8009 D	  0  	  0  	  
Set	819:	8007 D	  8009 D	  0  	  0  	  
Set	820:	8007 D	  8009 D	  0  	  0  	  
Set	821:	8009 D	  0  	  0  	  0  	  
Set	822:	8009 D	  0  	  0  	  0  	  
Set	823:	8009 D	  8008 D	  0  	  0  	  
Set	824:	8008 D	  8009 D	  0  	  0  	  
Set	825:	8009 D	  0  	  0  	  0  	  
Set	826:	8009 D	  0  	  0  	  0  	  
Set	827:	8009 D	  0  	  0  	  0  	  
Set	828:	8009 D	  0  	  0  	  0  	  
Set	829:	8006 D	  8009 D	  0  	  0  	  
Set	830:	8006 D	  8009 D	  8026  	  0  	  
Set	831:	8009 D	  0  	  0  	  0  	  
Set	832:	8007 D	  8009 D	  8026 D	  0  	  
Set	833:	8006 D	  8007 D	  8009 D	  0  	  
Set	834:	8009 D	  0  	  0  	  0  	  
Set	835:	8009 D	  0  	  0  	  0  	  
Set	836:	8009 D	  0  	  0  	  0  	  
Set	837:	8009 D	  0  	  0  	  0  	  
Set	838:	8009 D	  0  	  0  	  0  	  
Set	839:	8009 D	  0  	  0  	  0  	  
Set	840:	8009 D	  0  	  0  	  0  	  
Set	841:	8009 D	  0  	  0  	  0  	  
Set	842:	8009 D	  0  	  0  	  0  	  
Set	843:	8009 D	  0  	  0  	  0  	  
Set	844:	8007 D	  8009 D	  0  	  0  	  
Set	845:	8009 D	  0  	  0  	  0  	  
Set	846:	8009 D	  0  	  0  	  0  	  
Set	847:	8009 D	  0  	  0  	  0  	  
Set	848:	8009 D	  0  	  0  	  0  	  
Set	849:	8009 D	  0  	  0  	  0  	  
Set	850:	8009 D	  0  	  0  	  0  	  
Set	851:	8009 D	  0  	  0  	  0  	  
Set	852:	8009 D	  0  	  0  	  0  	  
Set	853:	8009 D	  0  	  0  	  0  	  
Set	854:	8009 D	  0  	  0  	  0  	  
Set	855:	8009 D	  0  	  0  	  0  	  
Set	856:	8009 D	  0  	  0  	  0  	  
Set	857:	8006 D	  8009 D	  0  	  0  	  
Set	858:	8006 D	  8009 D	  0  	  0  	  
Set	859:	8006 D	  8009 D	  8475  	  0  	  
Set	860:	8006 D	  8009 D	  8007 D	  8475 D	  
Set	861:	8007 D	  8006 D	  8009 D	  8475 D	  
Set	862:	8007 D	  8009 D	  0  	  0  	  
Set	863:	8007 D	  8009 D	  8475  	  0  	  
Set	864:	8009 D	  8007 D	  8475 D	  0  	  
Set	865:	8009 D	  8007 D	  8475 D	  0  	  
Set	866:	8007 D	  8009 D	  8475 D	  0  	  
Set	867:	8009 D	  8007 D	  8475 D	  0  	  
Set	868:	8007 D	  8009 D	  8475  	  0  	  
Set	869:	8009 D	  8007 D	  0  	  0  	  
Set	870:	8007 D	  8009 D	  0  	  0  	  
Set	871:	8007 D	  8009 D	  0  	  0  	  
Set	872:	8009 D	  0  	  0  	  0  	  
Set	873:	8009 D	  0  	  0  	  0  	  
Set	874:	8009 D	  0  	  0  	  0  	  
Set	875:	8009 D	  0  	  0  	  0  	  
Set	876:	8009 D	  0  	  0  	  0  	  
Set	877:	8009 D	  0  	  0  	  0  	  
Set	878:	8006 D	  8009 D	  0  	  0  	  
Set	879:	8006 D	  8009 D	  0  	  0  	  
Set	880:	8009 D	  0  	  0  	  0  	  
Set	881:	8006 D	  8009 D	  0  	  0  	  
Set	882:	8007 D	  8009 D	  0  	  0  	  
Set	883:	8009 D	  0  	  0  	  0  	  
Set	884:	8009 D	  0  	  0  	  0  	  
Set	885:	8009 D	  0  	  0  	  0  	  
Set	886:	8009 D	  0  	  0  	  0  	  
Set	887:	8009 D	  0  	  0  	  0  	  
Set	888:	8007 D	  8009 D	  0  	  0  	  
Set	889:	8003  	  8009 D	  0  	  0  	  
Set	890:	8003  	  8009 D	  0  	  0  	  
Set	891:	8009 D	  0  	  0  	  0  	  
Set	892:	8009 D	  0  	  0  	  0  	  
Set	893:	8003  	  8009 D	  0  	  0  	  
Set	894:	8003  	  8009 D	  0  	  0  	  
Set	895:	8009 D	  0  	  0  	  0  	  
Set	896:	8009 D	  0  	  0  	  0  	  
Set	897:	8007 D	  8009 D	  0  	  0  	  
Set	898:	8009 D	  0  	  0  	  0  	  
Set	899:	8009 D	  0  	  0  	  0  	  
Set	900:	8003  	  8009 D	  0  	  0  	  
Set	901:	8003  	  8009 D	  0  	  0  	  
Set	902:	8009 D	  8003  	  0  	  0  	  
Set	903:	8009 D	  8003  	  0  	  0  	  
Set	904:	8003  	  8009 D	  0  	  0  	  
Set	905:	8009 D	  0  	  0  	  0  	  
Set	906:	8009 D	  8003  	  0  	  0  	  
Set	907:	8009 D	  0  	  0  	  0  	  
Set	908:	8003  	  8009 D	  0  	  0  	  
Set	909:	8009 D	  8003  	  0  	  0  	  
Set	910:	8009 D	  8003  	  0  	  0  	  
Set	911:	8007 D	  8009 D	  0  	  0  	  
Set	912:	8009 D	  0  	  0  	  0  	  
Set	913:	8009 D	  0  	  0  	  0  	  
Set	914:	8009 D	  8475  	  0  	  0  	  
Set	915:	8009 D	  8475  	  0  	  0  	  
Set	916:	8003  	  8009 D	  8475  	  0  	  
Set	917:	8009 D	  0  	  0  	  0  	  
Set	918:	8003  	  8009 D	  8475  	  0  	  
Set	919:	8003  	  8009 D	  0  	  0  	  
Set	920:	8003  	  8005 D	  8009 D	  0  	  
Set	921:	8003  	  8009 D	  0  	  0  	  
Set	922:	8009 D	  0  	  0  	  0  	  
Set	923:	8009 D	  0  	  0  	  0  	  
Set	924:	8005 D	  8009 D	  0  	  0  	  
Set	925:	8009 D	  0  	  0  	  0  	  
Set	926:	8009 D	  0  	  0  	  0  	  
Set	927:	8009 D	  0  	  0  	  0  	  
Set	928:	8005 D	  8009 D	  0  	  0  	  
Set	929:	8009 D	  0  	  0  	  0  	  
Set	930:	8009 D	  0  	  0  	  0  	  
Set	931:	8005 D	  8009 D	  0  	  0  	  
Set	932:	8005 D	  8009 D	  0  	  0  	  
Set	933:	8005  	  8003  	  8009 D	  0  	  
Set	934:	8009 D	  0  	  0  	  0  	  
Set	935:	8003  	  8005 D	  8009 D	  0  	  
Set	936:	8003  	  8009 D	  0  	  0  	  
Set	937:	8003  	  8009 D	  0  	  0  	  
Set	938:	8003  	  8009 D	  0  	  0  	  
Set	939:	8004  	  8009 D	  0  	  0  	  
Set	940:	8004  	  8009 D	  0  	  0  	  
Set	941:	8004  	  8009 D	  0  	  0  	  
Set	942:	8004  	  8009 D	  0  	  0  	  
Set	943:	8004  	  8005  	  8009 D	  0  	  
Set	944:	8009 D	  0  	  0  	  0  	  
Set	945:	8004  	  8003  	  8009 D	  0  	  
Set	946:	8004  	  8009 D	  0  	  0  	  
Set	947:	8009 D	  0  	  0  	  0  	  
Set	948:	8009 D	  0  	  0  	  0  	  
Set	949:	8009 D	  0  	  0  	  0  	  
Set	950:	8009 D	  0  	  0  	  0  	  
Set	951:	8006 D	  8005 D	  8009 D	  0  	  
Set	952:	8005 D	  8006 D	  8008  	  8009 D	  
Set	953:	8005 D	  8008  	  8009 D	  0  	  
Set	954:	8008  	  8009 D	  0  	  0  	  
Set	955:	8005 D	  8009 D	  8008 D	  0  	  
Set	956:	8005 D	  8009 D	  0  	  0  	  
Set	957:	8005 D	  8009 D	  0  	  0  	  
Set	958:	8005 D	  8009 D	  0  	  0  	  
Set	959:	8005 D	  8009 D	  0  	  0  	  
Set	960:	8005 D	  8009 D	  0  	  0  	  
Set	961:	8005 D	  8009 D	  1be  	  0  	  
Set	962:	8005 D	  8009 D	  0  	  0  	  
Set	963:	8006 D	  8005 D	  8009 D	  0  	  
Set	964:	8005 D	  8009 D	  0  	  0  	  
Set	965:	8005 D	  8009 D	  0  	  0  	  
Set	966:	8006 D	  8005 D	  8009 D	  0  	  
Set	967:	8005 D	  8009 D	  0  	  0  	  
Set	968:	8007 D	  8005 D	  8009 D	  0  	  
Set	969:	8005 D	  8009 D	  8007 D	  8006 D	  
Set	970:	8007 D	  8005 D	  8009 D	  0  	  
Set	971:	8005 D	  8009 D	  0  	  0  	  
Set	972:	8005 D	  8008  	  8009 D	  0  	  
Set	973:	8005 D	  8009 D	  0  	  0  	  
Set	974:	8007 D	  8005 D	  8009 D	  0  	  
Set	975:	8007 D	  8005 D	  8009 D	  0  	  
Set	976:	8007 D	  8005 D	  8009 D	  0  	  
Set	977:	8007 D	  8005 D	  8009 D	  0  	  
Set	978:	8007 D	  8005 D	  8009 D	  0  	  
Set	979:	8006 D	  8007 D	  8005 D	  8009 D	  
Set	980:	8007 D	  8005 D	  8009 D	  0  	  
Set	981:	8005 D	  8009 D	  0  	  0  	  
Set	982:	8005 D	  8007  	  8009 D	  0  	  
Set	983:	8005 D	  8009 D	  0  	  0  	  
Set	984:	8005 D	  8009 D	  0  	  0  	  
Set	985:	8007 D	  8005 D	  8009 D	  0  	  
Set	986:	8005 D	  8009 D	  8475  	  0  	  
Set	987:	8005 D	  8009 D	  0  	  0  	  
Set	988:	8006 D	  8007 D	  8005 D	  8009 D	  
Set	989:	8006 D	  8005 D	  8007 D	  8009 D	  
Set	990:	8007 D	  8005 D	  8009 D	  8475  	  
Set	991:	8005 D	  8009 D	  1be  	  8475  	  
Set	992:	8005 D	  8009 D	  0  	  0  	  
Set	993:	8005 D	  8009 D	  0  	  0  	  
Set	994:	8005 D	  8009 D	  1be  	  0  	  
Set	995:	8005 D	  8009 D	  0  	  0  	  
Set	996:	8005 D	  8009 D	  0  	  0  	  
Set	997:	8005 D	  8009 D	  8475  	  0  	  
Set	998:	8007 D	  8005 D	  8009 D	  8475  	  
Set	999:	8007 D	  8005 D	  8009 D	  8475 D	  
Set	1000:	8007 D	  8005 D	  1be  	  8475  	  
Set	1001:	8007 D	  8005 D	  8009 D	  8475  	  
Set	1002:	8005 D	  8009 D	  8475 D	  0  	  
Set	1003:	8005 D	  8009 D	  8475 D	  0  	  
Set	1004:	8007 D	  8005 D	  8009 D	  8475 D	  
Set	1005:	8007 D	  8005 D	  8009 D	  8475  	  
Set	1006:	8005 D	  8009 D	  1be  	  8473  	  
Set	1007:	8005 D	  8009 D	  0  	  0  	  
Set	1008:	8005 D	  8009 D	  0  	  0  	  
Set	1009:	8005 D	  8009 D	  0  	  0  	  
Set	1010:	8005 D	  8009 D	  0  	  0  	  
Set	1011:	8005 D	  8009 D	  1be  	  0  	  
Set	1012:	8008  	  8005 D	  8009 D	  8475  	  
Set	1013:	8008  	  8005 D	  8009 D	  8475 D	  
Set	1014:	8008  	  8007 D	  8005 D	  8009 D	  
Set	1015:	8008  	  8005 D	  8009 D	  8475  	  
Set	1016:	8008  	  8005 D	  8009 D	  0  	  
Set	1017:	8008  	  8005 D	  8009 D	  1be  	  
Set	1018:	8008  	  8005 D	  8009 D	  8006  	  
Set	1019:	8008  	  8005 D	  8009 D	  8475  	  
Set	1020:	8008  	  8005 D	  8009 D	  1be  	  
