===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               131072
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               131072
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	8006 D	  800a D	  1bf  	  0  	  
Set	1021:	8005 D	  8009 D	  0  	  0  	  
Set	1022:	8005 D	  8006 D	  8009 D	  0  	  
Set	1023:	8005 D	  8009 D	  1be  	  0  	  
===== L2 contents =====
Set	0:	10015  	  1000c  	  10011  	  1000d  	  10014  	  37e  	  0  	  0  	  
Set	1:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	2:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  0  	  0  	  
Set	3:	10015  	  1000c  	  10011  	  1000d  	  10014  	  37e  	  0  	  0  	  
Set	4:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	5:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	6:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	7:	10015  	  1000c  	  10011  	  1000d  	  10014  	  e1  	  0  	  0  	  
Set	8:	10015  	  1000c  	  10011  	  1000d  	  10014  	  e1  	  0  	  0  	  
Set	9:	10015  	  1000c  	  10011  	  1000d  	  10014  	  37e  	  e1  	  0  	  
Set	10:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	11:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	12:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	13:	10015  	  1000c  	  10011  	  10014  	  1000d  	  0  	  0  	  0  	  
Set	14:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	15:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	16:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	17:	1000e  	  10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  
Set	18:	10012  	  10015  	  1000c  	  10011  	  1000d  	  10014  	  1000e  	  0  	  
Set	19:	1000e  	  10015  	  1000c  	  10011  	  1000d  	  10014  	  1084f  	  0  	  
Set	20:	10015  	  1000c  	  10011  	  1000d  	  10014  	  1000e  	  37e  	  0  	  
Set	21:	10015  	  1000e  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  0  	  
Set	22:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  0  	  0  	  
Set	23:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  0  	  0  	  
Set	24:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  108ec  	  1084f  	  
Set	25:	10015  	  1000c  	  10011  	  1000d  	  10014  	  1084f  	  108ec  	  0  	  
Set	26:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  108ec  	  10853  	  
Set	27:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	28:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	29:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  108ec  	  37e  	  
Set	30:	10015  	  1000c  	  10011  	  1000d  	  10014  	  1000e  	  10012  	  1ec0d  	  
Set	31:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  1000e  	  108ec  	  
Set	32:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	33:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  108ec  	  37e  	  
Set	34:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  108ec  	  37e  	  
Set	35:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	36:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  10853  	  0  	  
Set	37:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10012  	  1ec0d  	  0  	  
Set	38:	10015  	  1000c  	  10011  	  1000d  	  10014  	  1ec0d  	  37e  	  0  	  
Set	39:	10015  	  1000c  	  10011  	  1000d  	  10014  	  1ec0d  	  37e  	  0  	  
Set	40:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	41:	10015  	  1000c  	  10011  	  1000d  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	42:	10015  	  1000c  	  10011  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	43:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10853  	  0  	  0  	  
Set	44:	10015  	  1000c  	  10011  	  1000d  	  10014  	  10853  	  0  	  0  	  
Set	45:	10015  	  1000c  	  1000d  	  10014  	  10011  	  1ec0d  	  0  	  0  	  
Set	46:	10015  	  1000c  	  1000d  	  10014  	  1ec0d  	  0  	  0  	  0  	  
Set	47:	10011  	  10015  	  1000c  	  1000d  	  10014  	  37e  	  1ec0d  	  0  	  
Set	48:	10011  	  10015  	  1000c  	  1000d  	  10014  	  0  	  0  	  0  	  
Set	49:	10015  	  1000c  	  1000d  	  10014  	  37e  	  0  	  0  	  0  	  
Set	50:	10011  	  10015  	  1000c  	  1000d  	  10014  	  37e  	  0  	  0  	  
Set	51:	10015  	  1000c  	  1000d  	  10014  	  37e  	  0  	  0  	  0  	  
Set	52:	10015  	  1000c  	  1000d  	  10014  	  10013  	  37e  	  10853  	  0  	  
Set	53:	10015  	  1000c  	  1000d  	  10014  	  10013  	  0  	  0  	  0  	  
Set	54:	10015  	  1000c  	  1000d  	  10014  	  10013  	  10011  	  0  	  0  	  
Set	55:	10015  	  1000c  	  1000d  	  10014  	  10013  	  0  	  0  	  0  	  
Set	56:	10015  	  1000c  	  1000d  	  10014  	  10013  	  0  	  0  	  0  	  
Set	57:	10015  	  1000c  	  1000d  	  10014  	  37e  	  0  	  0  	  0  	  
Set	58:	10015  	  1000c  	  1000d  	  10014  	  37e  	  0  	  0  	  0  	  
Set	59:	10015  	  1000c  	  1000d  	  10014  	  37e  	  0  	  0  	  0  	  
Set	60:	10015  	  1000c  	  1000d  	  10014  	  10853  	  0  	  0  	  0  	  
Set	61:	10015  	  1000c  	  1000d  	  10014  	  0  	  0  	  0  	  0  	  
Set	62:	10015  	  1000c  	  1000d  	  10014  	  0  	  0  	  0  	  0  	  
Set	63:	10015  	  1000c  	  1000d  	  10014  	  0  	  0  	  0  	  0  	  
Set	64:	10015  	  1000c  	  1000d  	  10014  	  0  	  0  	  0  	  0  	  
Set	65:	10015  	  1000c  	  1000d  	  10014  	  10013  	  10853  	  37e  	  0  	  
Set	66:	10015  	  1000c  	  1000d  	  10014  	  108ec  	  10853  	  1004e  	  0  	  
Set	67:	10015  	  1000c  	  1000d  	  10014  	  108ec  	  0  	  0  	  0  	  
Set	68:	10015  	  1000c  	  1000d  	  10014  	  10013  	  0  	  0  	  0  	  
Set	69:	10015  	  1000c  	  1000d  	  10014  	  10853  	  0  	  0  	  0  	  
Set	70:	10015  	  1000c  	  1000d  	  10014  	  1000f  	  0  	  0  	  0  	  
Set	71:	10015  	  1000c  	  1000d  	  10013  	  10014  	  1000f  	  37e  	  0  	  
Set	72:	10015  	  1000c  	  1000d  	  10014  	  10853  	  0  	  0  	  0  	  
Set	73:	10015  	  1000c  	  1000d  	  10014  	  10853  	  1004e  	  0  	  0  	  
Set	74:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  10853  	  1004e  	  0  	  
Set	75:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  10853  	  0  	  0  	  
Set	76:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  10853  	  0  	  0  	  
Set	77:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  10853  	  0  	  0  	  
Set	78:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  10853  	  0  	  0  	  
Set	79:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108ec  	  0  	  0  	  
Set	80:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108ec  	  0  	  0  	  
Set	81:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	82:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108ec  	  1ec0d  	  0  	  
Set	83:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108ec  	  1ec0d  	  37e  	  
Set	84:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  0  	  0  	  0  	  
Set	85:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  0  	  0  	  0  	  
Set	86:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  0  	  0  	  0  	  
Set	87:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  0  	  
Set	88:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  0  	  0  	  0  	  
Set	89:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  1004e  	  0  	  0  	  
Set	90:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  0  	  0  	  0  	  
Set	91:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  0  	  
Set	92:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  0  	  
Set	93:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  1ec0d  	  0  	  
Set	94:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  0  	  
Set	95:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  0  	  0  	  0  	  
Set	96:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  1ec0d  	  0  	  0  	  
Set	97:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  0  	  
Set	98:	10015  	  1ec0d D	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  
Set	99:	10015  	  1ec0d D	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  
Set	100:	10015  	  1ec0d D	  1000c  	  1000d  	  1000f  	  10014  	  108d5  	  0  	  
Set	101:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  1ec0d  	  0  	  0  	  
Set	102:	10015  	  1000c  	  1000d  	  1000f  	  10014  	  1ec0d  	  0  	  0  	  
Set	103:	10015  	  1ec0d D	  1000c  	  1000d  	  1000f  	  108eb  	  0  	  0  	  
Set	104:	10015  	  1000c  	  1000d  	  1ec0d D	  1000f  	  10014  	  108eb  	  108d5  	  
Set	105:	10015  	  1000c  	  1000d  	  1000f  	  1ec0d D	  10014  	  10013  	  108eb  	  
Set	106:	10015  	  1000c  	  1000d  	  1ec0d D	  1000f  	  10014  	  10013  	  108eb  	  
Set	107:	10015  	  1ec0d D	  1000c  	  1000d  	  1000f  	  10014  	  108eb  	  0  	  
Set	108:	10015  	  1000c  	  1000d  	  1ec0d D	  1000f  	  10014  	  108eb  	  108d5  	  
Set	109:	10015  	  108eb D	  1000c  	  1000d  	  1000f  	  1ec0d D	  10014  	  10013  	  
Set	110:	10015  	  108eb D	  1000c  	  1000d  	  1000f  	  1ec0d D	  10014  	  10013  	  
Set	111:	10015  	  1ec0d D	  1000c  	  1000f  	  10014  	  10013  	  108eb  	  0  	  
Set	112:	10015  	  1000c  	  1000f  	  10014  	  108eb  	  37e  	  0  	  0  	  
Set	113:	10015  	  1000c  	  1000f  	  1ec0d D	  10013  	  10014  	  10001  	  108eb  	  
Set	114:	10015  	  1000c  	  1000f  	  10013  	  10014  	  108eb  	  0  	  0  	  
Set	115:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108eb  	  0  	  0  	  
Set	116:	10015  	  1000c  	  1000f  	  10014  	  10001  	  1ec0d  	  0  	  0  	  
Set	117:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108eb  	  108d5  	  1004e  	  
Set	118:	10015  	  1ec0d D	  1000c  	  1000f  	  10014  	  10001  	  108eb  	  0  	  
Set	119:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108eb  	  108d5  	  0  	  
Set	120:	10015  	  1ec0d D	  1000c  	  1000f  	  10014  	  10001  	  108eb  	  108d5  	  
Set	121:	10007  	  1ec0d D	  10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  
Set	122:	10007  	  1ec0d D	  10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  
Set	123:	10007  	  10015  	  1ec0d D	  1000c  	  1000f  	  10014  	  10001  	  10013  	  
Set	124:	10007  	  10015  	  1ec0d D	  1000c  	  1000f  	  10014  	  10001  	  1000d  	  
Set	125:	10007  	  10015  	  1ec0d D	  1000c  	  1000f  	  10014  	  10001  	  1000d  	  
Set	126:	1000d  	  10007  	  1ec0d D	  10015  	  1000c  	  1000f  	  10014  	  10001  	  
Set	127:	1000d  	  10007  	  1ec0d D	  10015  	  1000c  	  1000f  	  10014  	  10001  	  
Set	128:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  1ec0d  	  0  	  
Set	129:	10015  	  1000c  	  1000f  	  10014  	  10001  	  1ec0d  	  108d5  	  1004e  	  
Set	130:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  1ec0d  	  0  	  
Set	131:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  1ec0d  	  1004e  	  
Set	132:	10015  	  1000c  	  1000f  	  10014  	  10001  	  1ec0d  	  0  	  0  	  
Set	133:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  1ec0d  	  0  	  
Set	134:	10015  	  1000c  	  1000f  	  10014  	  10001  	  108d5  	  0  	  0  	  
Set	135:	10015  	  1000c  	  1000f  	  10014  	  108d5  	  0  	  0  	  0  	  
Set	136:	10015  	  1000c  	  1000f  	  10014  	  108d5  	  0  	  0  	  0  	  
Set	137:	10015  	  1000c  	  1000f  	  10014  	  37f  	  108d5  	  0  	  0  	  
Set	138:	10015  	  1000c  	  1000f  	  10014  	  108d6  	  108d5  	  1ec0d  	  0  	  
Set	139:	10015  	  1000c  	  1000f  	  10014  	  1ec0d  	  108d5  	  0  	  0  	  
Set	140:	10015  	  1000c  	  1000f  	  10014  	  108d5  	  1ec0d  	  0  	  0  	  
Set	141:	10015  	  1000c  	  1000f  	  10014  	  108d5  	  0  	  0  	  0  	  
Set	142:	10015  	  1000d  	  108d5 D	  1000c  	  1000f  	  10014  	  10013  	  37f  	  
Set	143:	10015  	  1000c  	  1000f  	  10014  	  10013  	  108d5  	  0  	  0  	  
Set	144:	10015  	  1000c  	  1000f  	  10014  	  1ec0d  	  0  	  0  	  0  	  
Set	145:	10015  	  1000c  	  1000f  	  10014  	  0  	  0  	  0  	  0  	  
Set	146:	1000a  	  10015  	  1000c  	  1000f  	  10014  	  1000d  	  37e  	  108d5  	  
Set	147:	10015  	  1000c  	  1000f  	  10014  	  1000d  	  108d5  	  1ec0d  	  0  	  
Set	148:	1000a  	  1000b  	  10015  	  1000c  	  1000f  	  10014  	  10013  	  108d5  	  
Set	149:	10000  	  10015  	  1000c  	  1000f  	  10014  	  1000b  	  10013  	  108d5  	  
Set	150:	10000  	  10015  	  1000c  	  1000f  	  10014  	  10013  	  108d5  	  108eb  	  
Set	151:	10000  	  1000a  	  10014  	  10015  	  1000c  	  1000f  	  1000b  	  1000d  	  
Set	152:	10000  	  1000a  	  10014  	  10015  	  1000c  	  1000f  	  10013  	  108d5  	  
Set	153:	10000  	  10014  	  10015  	  1000c  	  1000f  	  10013  	  108d5  	  0  	  
Set	154:	10000  	  10014  	  10015  	  1000c  	  1000f  	  10013  	  108d5  	  0  	  
Set	155:	10000  	  10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  
Set	156:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	157:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	158:	10014  	  10015  	  1000f  	  1000e  	  108d5  	  0  	  0  	  0  	  
Set	159:	1000d  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	160:	1000c  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	161:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	162:	1000c  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	163:	1000c  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	164:	10014  	  10015  	  1000e  	  1000f  	  1000c  	  108d5  	  0  	  0  	  
Set	165:	1000c  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	166:	1000c  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	167:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	168:	1000d  	  10014  	  10015  	  1000f  	  37e  	  0  	  0  	  0  	  
Set	169:	1000d  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	170:	1000d  	  10014  	  10015  	  1000f  	  108d5  	  1004e  	  0  	  0  	  
Set	171:	1000d  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	172:	1000c  	  1000d  	  10014  	  10015  	  1000f  	  0  	  0  	  0  	  
Set	173:	10014  	  10015  	  1000f  	  10000  	  0  	  0  	  0  	  0  	  
Set	174:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	175:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	176:	1000d  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	177:	10014  	  10015  	  1000f  	  108d5  	  1004e  	  0  	  0  	  0  	  
Set	178:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	179:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	180:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	181:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	182:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	183:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	184:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	185:	10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	186:	1000d  	  10014  	  10015  	  1000c  	  1000f  	  108d5  	  0  	  0  	  
Set	187:	10014  	  10015  	  1000c  	  1000f  	  1000d  	  108d5  	  0  	  0  	  
Set	188:	10014  	  10015  	  1000c  	  1000f  	  1000d  	  108d5  	  1004e  	  0  	  
Set	189:	10014  	  10015  	  1000c  	  1000f  	  1000d  	  108d5  	  0  	  0  	  
Set	190:	10014  	  10015  	  1000c  	  1000f  	  0  	  0  	  0  	  0  	  
Set	191:	10014  	  10015  	  1000c  	  1000f  	  0  	  0  	  0  	  0  	  
Set	192:	10014  	  10015  	  1000c  	  1000f  	  0  	  0  	  0  	  0  	  
Set	193:	10014  	  10015  	  1000c  	  1000f  	  0  	  0  	  0  	  0  	  
Set	194:	10014  	  10015  	  1000f  	  1000c  	  0  	  0  	  0  	  0  	  
Set	195:	1000d  	  10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  
Set	196:	10014  	  10015  	  1000f  	  1000d  	  108d5  	  0  	  0  	  0  	  
Set	197:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	198:	10014  	  10015  	  1000f  	  1000d  	  108d5  	  0  	  0  	  0  	  
Set	199:	1000d  	  10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  
Set	200:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	201:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	202:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	203:	10014  	  10015  	  1000f  	  108d5  	  1004e  	  0  	  0  	  0  	  
Set	204:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	205:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	206:	10014  	  10015  	  1000f  	  1000d  	  108d5  	  0  	  0  	  0  	  
Set	207:	10014  	  10015  	  1000f  	  108d5  	  0  	  0  	  0  	  0  	  
Set	208:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	209:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	210:	10014  	  10015  	  1000f  	  1004e  	  0  	  0  	  0  	  0  	  
Set	211:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	212:	10014  	  10015  	  1000d  	  1000f  	  1004e  	  0  	  0  	  0  	  
Set	213:	10014  	  10015  	  1000f  	  1000d  	  0  	  0  	  0  	  0  	  
Set	214:	10014  	  10015  	  1000f  	  1000d  	  0  	  0  	  0  	  0  	  
Set	215:	10014  	  10015  	  1000f  	  10008  	  108eb  	  0  	  0  	  0  	  
Set	216:	10014  	  10015  	  1000f  	  37e  	  0  	  0  	  0  	  0  	  
Set	217:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	218:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	219:	10014  	  1000c  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  
Set	220:	10014  	  1000c  	  10015  	  1000f  	  1000d  	  0  	  0  	  0  	  
Set	221:	10014  	  1000c  	  10015  	  1000f  	  10008  	  1004e  	  0  	  0  	  
Set	222:	10014  	  1000c  	  10015  	  1000f  	  1000d  	  10008  	  0  	  0  	  
Set	223:	1000c  	  10014  	  1000d  	  10015  	  1000f  	  10008  	  0  	  0  	  
Set	224:	10014  	  10015  	  1000f  	  10008  	  0  	  0  	  0  	  0  	  
Set	225:	10014  	  10015  	  1000d  	  1000f  	  10008  	  0  	  0  	  0  	  
Set	226:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	227:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	228:	10014  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	229:	10014  	  10015  	  1000f  	  1004e  	  0  	  0  	  0  	  0  	  
Set	230:	10015  	  1000f  	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	231:	10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	232:	10015  	  1000f  	  10014  	  0  	  0  	  0  	  0  	  0  	  
Set	233:	10015  	  1000f  	  10014  	  0  	  0  	  0  	  0  	  0  	  
Set	234:	10015  	  1000d  	  1000f  	  10014  	  10008  	  10013  	  0  	  0  	  
Set	235:	10015  	  1000f  	  10014  	  10013  	  0  	  0  	  0  	  0  	  
Set	236:	10015  	  1000f  	  10014  	  37e  	  0  	  0  	  0  	  0  	  
Set	237:	10015  	  1000f  	  10014  	  1004e  	  0  	  0  	  0  	  0  	  
Set	238:	10015  	  1000f  	  10014  	  1004e  	  0  	  0  	  0  	  0  	  
Set	239:	10015  	  1000f  	  10014  	  108d4  	  0  	  0  	  0  	  0  	  
Set	240:	1000e  	  10015  	  1000f  	  10014  	  10013  	  108d4  	  0  	  0  	  
Set	241:	10015  	  1000f  	  10014  	  108d4  	  0  	  0  	  0  	  0  	  
Set	242:	10015  	  1000f  	  108d4  	  0  	  0  	  0  	  0  	  0  	  
Set	243:	10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	244:	10015  	  1000f  	  1000c  	  0  	  0  	  0  	  0  	  0  	  
Set	245:	10015  	  1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	246:	10015  	  1000e  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  
Set	247:	1000d  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	248:	10015  	  1000f  	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	249:	10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	250:	10015  	  1000f  	  1000c  	  0  	  0  	  0  	  0  	  0  	  
Set	251:	10015  	  1000f  	  1000c  	  0  	  0  	  0  	  0  	  0  	  
Set	252:	1000c  	  10015  	  1000f  	  10013  	  1000d  	  10000  	  0  	  0  	  
Set	253:	10015  	  1000f  	  1000c  	  1000d  	  10013  	  10000  	  0  	  0  	  
Set	254:	10015  	  1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	255:	10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	256:	10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	257:	10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	258:	10015  	  1000f  	  108eb  	  0  	  0  	  0  	  0  	  0  	  
Set	259:	1000d  	  10015  	  1000f  	  0  	  0  	  0  	  0  	  0  	  
Set	260:	10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	261:	10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	262:	10015  	  1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	263:	10015  	  1000f  	  10013  	  10000  	  0  	  0  	  0  	  0  	  
Set	264:	10015  	  1000f  	  10013  	  10000  	  0  	  0  	  0  	  0  	  
Set	265:	10015  	  1000f  	  10013  	  10000  	  1084e  	  0  	  0  	  0  	  
Set	266:	10015  	  1000f  	  10013  	  10000  	  0  	  0  	  0  	  0  	  
Set	267:	10015  	  1000f  	  1000c  	  10013  	  10000  	  0  	  0  	  0  	  
Set	268:	10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	269:	10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	270:	10015  	  1000e  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  
Set	271:	10015  	  1000f  	  1000e  	  10013  	  0  	  0  	  0  	  0  	  
Set	272:	1000e  	  10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  
Set	273:	1000e  	  10015  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  
Set	274:	10015  	  1000f  	  1000e  	  10013  	  1084e  	  0  	  0  	  0  	  
Set	275:	10015  	  1000f  	  1000e  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	276:	10015  	  1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	277:	1000f  	  10013  	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	278:	1000f  	  10013  	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	279:	1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	280:	1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	281:	1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	282:	1000f  	  1000c  	  10013  	  1000d  	  0  	  0  	  0  	  0  	  
Set	283:	1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	284:	1000f  	  10013  	  10000  	  0  	  0  	  0  	  0  	  0  	  
Set	285:	1000f  	  1000c  	  10013  	  1000e  	  0  	  0  	  0  	  0  	  
Set	286:	1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	287:	1000f  	  1000e  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	288:	1000f  	  1000c  	  10013  	  108eb  	  0  	  0  	  0  	  0  	  
