32,1024,4,0,0,1048576,8,0,0,63640,8449,36360,5821,0.142700,6689,0,14270,2582,0,0,6689,0,0.180939,0,0,2582,
32,1024,4,0,0,131072,8,0,0,63640,8449,36360,5821,0.142700,6689,0,14270,2582,0,0,6689,0,0.180939,4,0,2586,
32,1024,4,0,0,262144,8,0,0,63640,8449,36360,5821,0.142700,6689,0,14270,2582,0,0,6689,0,0.180939,0,0,2582,
32,1024,4,0,0,32768,8,0,0,63640,8449,36360,5821,0.142700,6689,0,14270,2625,0,0,6689,0,0.183952,1234,0,3859,
32,1024,4,0,0,524288,8,0,0,63640,8449,36360,5821,0.142700,6689,0,14270,2582,0,0,6689,0,0.180939,0,0,2582,
32,1024,4,0,0,65536,8,0,0,63640,8449,36360,5821,0.142700,6689,0,14270,2589,0,0,6689,0,0.181430,290,0,2879,
32,131072,4,0,0,1048576,8,0,0,63640,544,36360,2038,0.025820,26,0,2582,2582,0,0,26,0,1.000000,0,0,2582,
32,131072,4,0,0,131072,8,0,0,63640,544,36360,2038,0.025820,26,0,2582,2582,0,0,26,0,1.000000,0,0,2582,
32,131072,4,0,0,262144,8,0,0,63640,544,36360,2038,0.025820,26,0,2582,2582,0,0,26,0,1.000000,0,0,2582,
32,131072,4,0,0,32768,8,0,0,63640,544,36360,2038,0.025820,26,0,2582,2582,0,0,26,25,1.000000,7,0,2614,
32,131072,4,0,0,524288,8,0,0,63640,544,36360,2038,0.025820,26,0,2582,2582,0,0,26,0,1.000000,0,0,2582,
32,131072,4,0,0,65536,8,0,0,63640,544,36360,2038,0.025820,26,0,2582,2582,0,0,26,15,1.000000,0,0,2597,
32,16384,4,0,0,1048576,8,0,0,63640,741,36360,2091,0.028320,1782,0,2832,2582,0,0,1782,0,0.911723,0,0,2582,
32,16384,4,0,0,131072,8,0,0,63640,741,36360,2091,0.028320,1782,0,2832,2582,0,0,1782,0,0.911723,1,0,2583,
32,16384,4,0,0,262144,8,0,0,63640,741,36360,2091,0.028320,1782,0,2832,2582,0,0,1782,0,0.911723,0,0,2582,
